# widthSeld, typeSel, A0_8, A1_8, A2_8, A3_8, B0_8, B1_8, B2_8, B3_8, C0_8, A0_16, A1_16, A2_16, A3_16, B0_16, B1_16, B2_16, B3_16, C0_16, A0_32, A1_32, A2_32, A3_32, B0_32, B1_32, B2_32, B3_32, C0_32  
2 1 C3 6E 9F 23 4D 2C 2E B7 7F AE05 A79E 9687 C140 EED2 FC20 2D75 3595 AC28 56A0D584 15DBC2AA 221A9165 2FA8A943 23BBCA7D F1CBDCF4 104885B2 2D0FCC19 C90BB257
1 1 35 03 E5 32 75 E0 87 1C 32 E734 ABFC FD69 CB4C 61AC E094 B00C 922C 1108 740F44C5 5BE826EA 97347B6D 23A4CC3 5274DE53 DC729F47 AC0A8CD8 FACC094D 8F1B33C9
1 1 07 AD D4 01 07 3C 3E 8D B9 F7D7 93A8 DA16 F7E4 DE2A 26DF 354D 108A B32 526B43FB 35B81BCE 38B3340 6DCD24D1 250ABCE7 3CDBC012 618AF7BF 19809BB 96EB46A8
0 0 D5 6D DD 17 E1 54 F6 6A 57 C710 87A8 1BA1 A3D4 E91 958A CE74 BB32 4CE1 124D9E6 14385396 21D229B EA65FF95 C87EFB85 A0110ECE EF188365 50AC3943 2C26AE30
0 1 AE A3 D1 70 FA 1F 7D 2D 19 5D0A FACA BF7F 1B0E 86F7 1C79 5FE2 C13 BC84 41EEAF75 26EC1A72 EA0CB394 348E8EA0 3E13AE65 36F1F57E 76C0F26E 2CEFAFAB BF0293C3
2 1 77 17 EA 95 13 2B 4A 5A B2 6AE8 6D6F 41E7 8F8C 4D46 8398 420C 4F2F 1BC0 FE47FEE3 475B8F6F 5D0D3C42 85BABFD3 238B2CD1 D581919F BC4D7B8A AEE8B997 6A3C33A4
0 1 36 AD C8 7B 4E 89 FB 37 54 699C 6456 E607 7E5F 80E8 B22 5C8E D97D B1F9 B4C58B6D E7D88890 EBC1565B 1F3ACBF4 3E72D263 2E449A45 A5FC09B3 19CDC209 859866D7
0 0 ED 8E 54 A0 01 B7 4E FA 14 3E43 AAD8 7F85 C678 2D7A 659 56E E4DB 7E76 8D8D1EA1 C460A5F1 2EC97D90 A129569 4F058493 FB4714D8 3C8CEB11 47B4B8F BEB36964
2 0 16 9A DD 3C E1 5C F7 C8 A8 9076 9598 84F3 AA71 4715 15D3 DF14 47E 99A4 C9E74785 365638A5 D1BAE913 5B90DE67 F140F366 18996E7E F4BC135C EE9858E8 4938A402
2 0 3B 83 ED AE 1A 98 68 D6 D0 BD61 63DA 25D4 A42C 8BB7 DBC6 EA6B E061 D4EC D917D8BE A49DFD10 AC1BFBFC E9916766 AD914A9C CDCAB0C9 7FD14309 37D9A98F 95FF8750
0 0 4C 86 84 76 BB 22 5B F7 EB 867D BD1D 86FC 3866 B4E6 47DB E7B7 39B9 B6C4 29C7B2A2 4752B898 2312D550 2E244AA0 D425743C A971457C F3C21CBA 1F303590 2E00AFE5
2 1 F5 67 74 3E 14 66 E5 57 FA E0EB 20C1 EA7D 626F C8CF A959 79A8 CF57 1679 5087CDB6 2FCBA2F1 57D6BE35 FA56C543 38BCC2FC C2F280E5 E914BFE6 7D1F2D53 2FA44B06
2 0 E4 7C 14 E0 D1 5C 1F 39 B6 66AB 948B D5EC 8D79 4455 4A6F CF86 C19B CCD1 FE20895C B865F8A3 3B1B6F73 ADE27BB3 1EF4B590 3A93A3D 5677705C 9EC2503B FB2EDBED
2 0 0F 03 F0 54 7D 65 9B C8 B2 228 E46F 9DBF 323C 1A71 D0EA 7DC6 2235 B06 A1EA4D88 91632BD EC86EFE8 E91CBDCD 66A2B648 5CE98E45 62E39090 2B92971F E522DDBD
1 0 32 76 AD 78 DE FB 2F CA 05 9EEE 81BE 4E6 1DDD F8EE ADBE AE64 B012 75D4 36EE6C3D 62DC6064 1A22CB41 1A1E3E4D B49163D1 67FEC9A6 25EDA2FD F7D040B5 D4085EFF
2 1 5B F3 00 DF 1C 2C 74 5F B5 BC6 3221 F024 2481 99DD 2D31 9288 3275 5A6D B9C04E86 E28BA15C 67ABB146 B1BD83A FD30810D A209EB52 24CB087B 25F4B68D 28B9AF94
2 1 9F 35 AA 00 68 A6 BA FF 3B 30F5 1BDC BDD5 8396 48BF 5E9E 2E24 A05C A4CA 6D3AA17E 2C08E171 BC4AD954 10D7EA9 8CBC65A2 478C8B7A AE6D7B65 9A18EB0F D0A3AD3B
1 1 3D 81 18 0B 08 BC 42 94 DE 6620 D7F FC55 B11E F1B0 59E4 7A53 A505 AAF6 3AA7117A 227CD44A 62C10044 7F97980A 2CB7A6E8 83094518 53BF6F3C 6825C6EF 783BE37B
0 0 4E 94 06 0C 0B DB 26 33 4E D203 276 6EB3 A8A6 D6EE 6D2E C44A 9959 AE18 5505324D 61D6EC01 C9ED90CA 637F4538 67653C15 77B061B8 AC260B03 FF390923 2EE75964
0 0 73 9F 84 03 21 D5 39 0B 17 7989 D1CA 6B9 38D4 E3D4 FD8C BA51 9F14 6251 6DC647DE B00B0D22 A162996A B6F023D6 CF404A30 B2C338E9 68D690BE 7AA2DCC7 4D0CDF1A
2 1 E6 DE 2A 21 96 7D 0A 69 E3 6C09 6AA1 511B 7089 4713 B2BF A887 F3C9 DCCE 2AEB8C6C A3ADFB7E F951F1FE CA0F18F A4D7ED7D 10ABCEA3 D450C407 796676DE 3951A292
2 1 D7 0C FE F3 6A B8 F3 8E 20 7EF 6015 B244 D8E4 2544 B6E7 2B40 2169 EB82 6D51CAF3 3EDEF475 71F15E70 6A7A2D46 813B1C61 E25F498C A65CB220 5F6DD912 DF2541F
1 1 28 E5 FA 50 59 1A EF 8D 6E 2E89 1217 D267 E871 8770 AC58 4F6 B36D 17C8 3C1C7B6A DBC2359C DC58F1F BABD839F DED7EABF 7B465590 549D6544 BA767C42 2043C160
2 1 53 F4 DA 55 26 F3 49 22 1B C2A2 23BD BBEA 3BCA 868A BB72 1DB2 9A06 B765 98EF86F9 99046248 BF7B0461 EA5A54F7 672781B6 34D4F39E B1DF9C18 4B1B4F3F DF61EB55
1 0 F7 CE 5E 51 17 57 1A B5 44 D1A4 55F5 2454 CB13 1D26 16B3 1DBF 6BD0 1432 4C42897E 134868B6 C65E700 66743F6B F6AD780A 994B4670 7BE862A0 48CA95 876D7F87
2 0 8A 7E A3 6E DC 49 96 7E 98 398F 5522 D5E8 28AE A0DB 59E4 5B9 BC85 A27C F53D604E E4B7C4DB E427E261 29DAC170 FF6F9C84 90B2C786 2CA8292C 7E4F0766 5D863E4E
2 0 65 78 57 B5 2A 7A E6 07 BE 6366 CEF1 154A E207 7DA7 2DFD BA11 D1E 214C 2297DCB7 AC24906A BEE01FE9 ABE9DD80 548B1396 41590236 433A5953 F4B3086 1CF865FD
0 0 7D F3 3B 83 F2 9A A8 A5 85 92D4 4E3B 1A04 C117 5EAE D6E6 64A9 255B 4F0 F96FF097 D2DCFBCC 52A5B63A BC843B50 56988BA6 FDA87C5F C0E54DF3 EF4CEC30 60318FA5
1 0 0A C8 3A 9A C3 F3 CD 30 5F 4A25 2E39 E003 632B CC41 507C 6FA7 6134 4936 21BE566C 4906303F 5C9FF69B DD2ABC03 6AC50C5F 50AEE31C 311FEEED BE1E4F4A 1E93E4E7
1 1 E5 1C F2 89 4B 8F 20 69 F7 3A7A CFAE D319 5AB0 A8DC C736 8DE9 28BD A07B 2F0828B7 BDDAAF21 CDAF0FAE 8ABF08E6 72B33209 DACD87D0 F8E62B7F 111B3A51 1CD192E4
2 0 41 5A 7F 80 25 21 1D 23 66 55A0 D174 306E 63C5 935 8369 99D8 8900 1605 13D5C305 75D223A1 C8EF8770 B6637130 BB18544F E79DC2D2 89AABD04 3D1218F0 971787ED
2 1 62 1A 88 52 39 BA 7E 97 53 70A8 D097 19AE 6B2F 4F01 DB67 CB59 5E50 F48C C4955AF8 C2D98440 6CCE9A20 5E69BD6B 2ED94C9F 9E246CA8 3896EE64 D444ED58 933B244D
0 0 44 99 2E 36 3B D6 F8 73 3C 10F9 9A9C 6572 5607 75B6 F05 4EB0 69A9 3137 1B897E25 86EEDBF3 6551F4E8 4A6AE45F 6536CD20 4652577 36BD1709 F059EF62 5AB0BA8E
2 0 EF 9C 3D 9E DD 63 E2 6D 20 B39B 562C 935F B8AF E82F 7BB0 C271 4785 AB57 99A53FFC 31654A01 B489192B F6227B31 489B2B6B B92DB24 1A8CA704 6DBBFEE5 CA73C935
2 1 89 FF E0 9B 04 E4 15 09 B9 1D8D F64A C6F1 D4D4 372C 9E1E 5CA1 C538 D1D9 8AA71D09 D57627E 287DCA80 BB740FC8 EEE71BB1 DA3B12AE 268565DB C9B80DCB 17506E41
0 1 B7 A8 BF D7 EB 7C 9E AF 75 8978 9422 3B8C 648B 83B3 F940 A8F7 1592 4173 CA1BE2C7 C1D79BA5 DEDA47F6 4AD0DC65 91260B53 6AB5E3D5 20BB5E0E CFFC3592 5E4509CF
0 0 26 9E 98 17 D5 19 BD 13 19 DA20 16A 5D86 3DD5 73BE 85F6 C7BF BE2E 63DB 82E3238 427AE2C0 7225F049 76EAA4CD 44DB4ABB CA2BEF71 7B59C77 95FDE766 AC030901
0 0 29 61 C3 FA DB AE B8 47 53 851D B145 AFE 3923 3862 25A9 7B64 E29E DA01 2A56894C 9EF108CB 240379D0 E1E96E84 47090EA7 CEAC7A7E D44D9959 330B1197 49ACCD82
0 0 70 2B 10 47 A9 94 D4 FC A6 CC7D 1D1F 29E1 320F 42EA EDAD 49FC 53DB B04A 5C62B70 DEF29EAE 8376BC73 3C2AF0AE 1A2EE224 C7694ACE 6B580E78 BE9FB952 2950BDED
1 1 42 B6 BB 17 AD 0C E9 26 3F 6AE9 85B7 8A4F F292 C76A 64A1 C429 8167 4F51 E6A27DE3 4BED944C 9F3F3E2F EFAA6853 21342867 88822657 41DC8FD3 6500FE5B 8FC92CBC
2 1 D1 00 06 48 82 2C E4 8B 56 71B CF4C AB78 4163 DCF7 B8B F0E6 6B5 1E9 5F239E26 AC60975A BDA0FB8F 4B914601 4766CF07 ED22FF1D 14679843 D296F8E4 1373CA6
1 1 25 1E F2 7E 4E FF 30 5C DF 2F96 F790 776F CF85 CFAC FA2F 7143 E554 AD2F C9FED2F0 3BCA9782 990D2DF FD66B467 BE68A3EE D3B44EB7 477AC192 EF052066 805E8153
2 1 F3 48 C9 65 FA 82 64 F5 26 956D CF5A 550D 7D8B 7B2C F9D 7D42 46D7 511E 74B907B6 C69C9DD3 2B0DF71C 56D558EB 23E8E8E1 380A8A28 45451443 CE1CC534 290A6848
0 1 2E C1 31 37 01 BA 66 74 57 3A36 6C7A EDE E2BC B3BD 1080 E993 ADF1 74E4 FF23752B 3EA50E7 B4F46E3A 9C553C38 4FF6A5AC 4F42A12A 20DCF033 CCB5977 EB4E80CC
0 1 02 93 29 EE D9 7E 95 9D 7A 7F1 CD50 89E6 314C 8274 FB46 19C7 8682 3A1 41844605 5CBD2615 5E243A6F 1207CE5C 26894650 C0638A7B 78175B86 44B0E75B 2FCA4849
0 0 C5 A6 43 2F 44 4E 8C CE D7 2042 672 E629 D2FC 5CAC EA6B 22B6 54EF 4259 85AA4FB2 AD02C35 63F3227E A9547F6D 5F4D66BC 7738ADF2 C73BFDA9 256FEFF 14918D92
1 1 14 54 3B 24 38 C9 F3 97 73 B41E 702C BB6A 69F8 1760 69FB 944 DB5B DA37 B03CB92 906CB8F3 425632C0 AA49A362 DED018D3 9169290B 65AB9EF3 9DD7EE10 F547AA3D
1 1 3E D1 C8 3B D9 C7 1F 71 93 E70 A02 E385 195C C1AD 8A74 FC2 CF27 6302 712DF2C7 D2D72E 39BB0081 4E58EAFA C4C7238 57457ECC 6E67FE2C 129455F2 E341FC12
1 0 EF 49 0E 9E 6C B1 F9 F4 DF 1D87 61ED AE33 F185 A69F 4877 EA4 5A29 1AA3 82205710 EC6BB668 BAC0AF0E F4ECDDB9 4D678D4E E02514BA FE8C7D3D 2605ABA6 18B59CB3
0 0 D6 6D CF 3E 44 68 9C D6 EE 369A A2CC 3468 98D4 7E48 F88 4BDE D968 2D0 9018CC9C 291B62CB 8E1C93AC 5050F9A2 B6EB2B14 474673F4 F5E0FF8D 584260E 71EE5363
1 0 6D 9A 85 D2 01 1A B2 3A B0 1D89 FBF3 31C2 C242 B18C C8D7 7F54 D243 9490 54075C12 7D38E178 BFF5E7AB F3B0C04D 30B71567 C8FA0D7B 4CE40A0F 7B524A68 8D7BC12C
0 0 CF CF 8B 7E 9A BB 16 8F 7F DF7B 1E0C 463E 65D AA20 F7E 77F F2C2 4923 70A839B 4EA55937 D44627DD 18EAB76F FDCEDF15 40D1F9F0 53D20C09 A838E451 48C7E03C
1 1 B0 68 5D B2 12 F3 03 D1 99 8800 83B9 997B 90DE CC38 7DDF 4D18 DD3D AB0F 946FA20A 7C7BD48D 28BAB4D2 E17BC915 D55AD965 3ADAB1E0 C74675E2 F5291D80 87FA05ED
0 1 62 34 52 59 59 4D 5A 1B 34 FD00 697A 86EB AF6B 8F11 FCA3 E8DD 9C46 38A0 402A75BD 90C40ED4 E59792EF 759C4285 EAA2B81A 881C40A2 1E216BB5 E1EE0187 D7F402D3
2 1 99 75 E9 AD DB 69 A6 F7 62 E850 7FAD 5962 2F84 9430 2CAD A7D7 AB31 8606 B75BC11A D5E4F857 3E68F8D6 DAEAF879 D6817B0 5BDF4064 7597F5FE D4104C7B 86B55F85
1 0 16 F2 EC 46 99 07 94 94 1E CF5 A5F2 E4EA 6847 A4DC 251A DDCC 2F8A 3F1A 7DB65389 5C5C21BD 16AFB653 4FDD4B8 6F0A8B57 4E4DF955 D2B3A056 A9E715E 98CFE136
2 0 0C 87 D0 5D 92 38 FD 25 AF F715 23E 475B 60B3 465A 1413 116 8996 8A40 F780C9BF 50AE68EA 76B9E41F F8FED2C0 ABB1C6CD A3ADAB54 8023D9D7 776D2B68 8C991BA
0 0 76 D2 84 92 39 54 A7 E9 F0 56D0 2053 BE80 6669 F7A3 427 FB9B CEB6 BED0 4E75CB64 2CA1EDF 764AEEE5 16949D8D 4751FE87 6C230054 D536BD99 87140120 E3F1E41F
1 0 73 3F B0 07 5C 97 34 8D 5A B81A 72F5 7843 1652 768B A786 D2A2 69A4 DB67 517E417A 662DD4E2 3ED1862A E612D7C6 268E7A4C 54AA6A3F 6668A5B1 48602F6C 111FA191
1 0 AB 20 D8 75 9E F6 D9 20 72 D386 7116 8C2 822D 51B7 45CB 13CC 2195 BC2D 4A61B7E4 99B1EBD4 5A69762C 14A170AD 112D8609 EF95AD4F 3F34350A 20422AFF 5DF0A6F3
2 0 43 43 8C 44 9F E8 7B 7B 67 20C9 9824 4C79 510C D22E AE2F 284B 91E9 A6E4 1A3FC6CF C3D92545 77E4DD3D 6BA74A20 47290B2A 3C996B9 ECF49019 BCC71102 571246B5
2 0 A2 AA 6B 06 4E 24 75 6B 01 E5B8 B320 52AE E911 BB63 7CB9 C20F 4EBA 5107 5975B897 FFF0659E 62776655 E03DBB0B 511023B8 120FA942 9EA1C31B 32F15604 254580AF
1 1 E5 2B 53 95 05 2F FE 7F 58 4EE9 E302 2749 5049 A1D5 D7E5 448B AC2A 87CF 727CAEBA 722E14F2 D65473FC EEFDE1B3 A447735F D02FB917 5A27160B 22141C55 4C184FC2
0 1 D0 B4 45 16 46 90 65 0C 4C 7711 3DCC AA7E 1E58 4474 7A49 CDE7 4E88 79D4 E48C82C5 C82DF839 59D49772 288F7ED6 7EC3E16 967434E6 36243C29 6F591B1 8F196047
1 0 46 B0 C4 23 AB D1 57 EC E6 CDAA 9E89 FAAF 41C6 918 B21E BE79 30B8 31ED FBE22476 5E5C47F5 48AA1113 551BC3DD D4549283 35887873 77F6AC58 8D5A45C9 94DF63E8
2 0 9D 37 BA 62 14 07 49 4D C6 78CB A403 3DD3 3EB9 8B F033 59BA DECC 4B0C D86EDA57 207E0668 EECDBE68 A8DDF8AF 8F465CF2 DCD6501B 740B3C7F EEAC759B 885F3AF5
0 1 39 E8 98 BA FF F6 C9 6D 99 F7BC 76B7 F7B0 809D 6583 F4CD DF7A 7B06 D665 288F2251 7478DFAA C606024C 5A7E98CB CC16BD3D E59EC143 55CAC6C4 43967545 704AD39E
1 1 D1 1F 94 1C 45 B1 AA 1C 77 3806 D507 7FCC 503B 57E7 9F6E 2E69 749E 25D5 EF2C09A4 DB4181C8 28C3F28B 31B90AFC 7276B82D AEF3AC85 387C46DA CED07A90 FE2CE743
2 0 8C E2 BA 5A 5E 06 0F 70 00 9AE7 8F9F 6260 8373 8AD6 8561 1F34 206F D690 8EBEEB95 13E7B7E9 2EE05553 1785C91C 791F2E65 E290B4F E5224CED F6B80A18 40628C5B
2 1 0B 54 4B AE CE CB 93 29 58 ACFB C06F 5958 F622 274B 344D 2CE 1889 43E1 BD4ACD77 9BFC0CA8 618547ED 11F7F121 96049E69 8435B04D 34A3CAC 9E85AB61 CE617E5E
0 0 A0 18 35 B4 58 A3 F4 1B BD F1DF AC29 7860 EC7F A76A D370 736 BDED A5A2 127CF0B7 69B7D2CE ECA339B1 414DFC80 93756D95 6B385D61 A012C913 58FA8F8A F1E9761A
2 1 AB 00 42 9F 82 58 2D 95 1C D00E BC15 1D02 555 871F D892 DE1D 291F 2FE6 E86FDA21 231CD1C6 18340A39 E7D49373 B6FBE01A F106C1FC 1126124A 302FF8F BC7FC83E
1 1 8B BA 21 18 2F 27 8B C9 36 C859 9DCB 7770 997E 2DFA 838C B9FE F821 D30A DBE8256 BC4743EB 51988C5B 50EAEC20 59B0A9F2 BE812E82 837CE5C7 5C537D68 67634550
0 0 38 03 9F B3 4F 4F 5A ED 8B 273D 65E2 8F0C AE14 9812 2277 B3D5 FA05 5F28 9A93505B C83B5601 97A46ECA 1ED70354 C86909A4 849F2BC5 FCAC7845 9BADCA52 E8135E1D
2 1 F8 5F C2 7E A7 DB 06 35 49 A98A EE80 B062 7A9D 6B3F 6865 6799 817F F68C 7179C403 7B268EFC 986C32CB 84DF3865 26B2221A D50A43A7 ACDA47F4 817D5C74 793F6FEF
2 1 8D AD 0B 64 EE 18 C3 97 78 E89E 2C34 9867 7907 D1D5 F168 9F11 1CD 65EB 93886377 33FFC593 606C6683 4D162A79 3F395248 F61ACC30 EA33325D D6E1DF3C 8835DFE1
1 1 75 A4 65 37 2B 96 80 F3 13 9E9F 6512 E8B9 E7FA 4773 4D18 57B4 9280 2CE6 6B5EAD56 A32A9971 CF2C0ECF AC1EA5B0 CA0EF4B6 1FE5B1C 6D72FFC0 9B3DDB94 E95882DF
2 1 3B 9F E5 A4 A6 86 7B 0C 92 3C29 9A7D B94A 9BEE AF88 A287 AB6B 4E74 9C66 B9273D84 989ACF6 8275D1B3 DFC64457 DE28AC1D 4A34C16D 7027349B FF824B51 660FE1A4
0 1 A1 8B E1 70 89 6A F2 AD 90 A531 D931 72EE CBC9 202C 5D95 4488 CB9E 3B29 F7508747 DE1E0F5A C754E30E DCEA9FDB CE71C4C7 53DE7F11 A857C497 3C743157 F55F24D1
0 1 B6 FC 29 12 EF 11 47 8E 9D EC95 395F 7E21 A7F5 37C4 D127 F748 9718 CD0B 8BD1CA8F 94F484A3 22DB12A7 8EABA534 11771B94 DAAA4677 785E0002 E883A20 658F538
1 1 29 7A 8F 5E 37 F8 5A 78 7C 763E 22D1 E3BA C6DE BC45 E3ED 417E AD9C 8B1B 46E96B28 A73A78BD 1E6E03EB 2C2DE331 120B0CD0 C9F8DEDF ECB79040 389B309F AD13FE0E
0 0 36 17 C9 5E A2 47 F2 8E 35 D7C0 7152 ADD6 D87A 596C A65C C181 EE70 B25C 96E3A6A8 A2A3DCD6 6DEFB0B6 9D5E83E9 BBE258FE 19511336 8C52DB65 62125795 742E7A73
1 1 FF 35 48 58 E0 56 40 F8 20 ADA2 CDB7 E94B 7148 9744 CC65 801C 1FE4 2641 86AAD2B3 8239A3D5 E9480751 4617F9DF A36BF25F 66513779 979314F3 84A8E6F8 25C65D2
1 0 25 42 F9 6E BE 2D 29 9F 59 2D81 FD9A CF25 B4F3 A01E D856 103F 6C6F 653 D0C50085 99841338 B1255B57 40E005DB E08208AC F4574874 94618960 A82079A4 2D9ECFB2
0 0 47 76 F5 B0 94 DA 0B A0 D7 5B71 46E2 93BF 8AB4 9D99 1456 61F7 DF61 923E 52628661 C9510F0B E018D7D9 7B63640C 3DC7D11F C78A88A1 C41ECE75 D0F99106 D6AEC6A
1 0 50 E4 CE D6 2B FB 90 47 A1 25F0 6FF7 4B8B 7740 F649 8DF8 FE8A B6FC A3ED 2D4EFD81 452C135B 74B656CE 55C775ED 5C01E9A 565B1652 601ADD73 48A52AE1 3A363886
1 0 86 CC 04 36 FF 81 F0 18 B5 BFA9 BB81 D179 E701 3FB2 278 F5A6 1F18 63FC 76CE78F1 799E1F62 C12229C2 8BB762ED 702C3D0E F7E902EE FBA78688 BBA34AFD 4F279217
2 1 2F 77 35 FE 1B 82 68 B0 0B 352E 4A39 43C3 D775 9279 9A98 A4EB BD50 BFA6 948971A7 CD312C4D C73CB515 86B96172 4D46FDF3 8F29208D CB1D9AC6 CFF2FC85 4CF5FDFD
0 1 F3 C8 04 F8 D4 68 43 FC 25 C5A2 84F0 AEC2 AFB9 53C5 C00C F201 7D5B 83FB 1927E47 1B2B662D BF70682C 9EDDDF22 CF7BCF91 B6D15329 FFC1C1E1 C26AFA5 69FFB4A7
2 1 5E 31 53 CF 4F 20 FC 46 38 79BB 9155 FB0D 3BA 1E1D C33A A1DA 219B F79F BBFED1AC 5228C84F 905C25A5 3AA5DCCA 121C8F58 2C3E2AAB 439DD987 E3A8C6A4 B283491B
2 0 6D C0 BA 5E 54 32 62 2D DF 29A4 F0BA 2ECC F5B4 B3AB 9045 8F13 BF87 63D9 9A273E85 9DA8DA21 6735F35B 225091C7 24077746 622BE0BE 2E045665 2508042F 92923AF
2 0 AD 58 8F 49 1D 93 74 39 39 E166 CD44 9C13 F575 4449 F76C 578B E6EA 3390 270D00C9 CC905BBB CAD299A2 3E7DCC94 59C99518 685E358D 6D650DBD 129B69BE DA1F8634
1 1 2B 2B AC E0 51 04 A7 27 79 D1C7 28F5 2782 4C4A 589B 34EC 5857 490F 886B 38DE9315 1652E33 8135E11C 736115C3 F0077ED3 49A606BB B963EC06 E0C62C85 9AF9F349
2 1 65 74 EC 24 EC 2B 56 DC 37 269E AF36 5693 80 9465 4886 FE98 E9C9 F8C2 C449BA9 901629E7 55687692 397BDC72 846B8758 6523614E CE1FBD66 A6622253 45334164
0 0 97 DB 1D C8 A2 2F B0 98 68 A5AE A4E3 F066 8DE1 26AB 1F61 AABB 76A4 304C 7E87760 9C111FAF FCE23262 F8F02B70 AEB79A9B B324C04A C878C71A 2D88C9EA E96E6396
0 0 C1 F3 73 ED 3D 5B AE 38 D0 7CDD 9672 E558 4A56 56F7 5578 2C90 B6EC C855 C9BFC9B6 941A7C86 E369 CD868046 9EF8850 74E2C737 606C439A F4EE97D0 E0F90865
0 0 DF 2B 38 0A CA 62 2B 19 AF 3D0E 3073 AA44 DB15 68B2 7185 34FF 7DE0 9A0E A124F4AE CE111BF8 75AA50C0 A1A15CC3 9EE9E5F1 A1C70361 9E32E931 CBB09BE0 197682AD
2 1 69 47 25 9A F2 68 1C 83 36 58A1 7DB9 32F1 6709 DE35 1C30 2C81 529D A802 94FD2215 4727CB27 1DE2EA52 DEFF0A46 45578B53 FC64D7D7 CF8D564C C1E1282B A08CB841
1 0 49 F4 31 6D 9D D5 F3 89 3F AFD 6185 E675 E281 C7CA ADAE F244 F9DA 60BB 8C0B3811 D792EFDB C35E1D2 1F5EF907 75C0BF63 F455C0D7 8235A863 356D2688 6A05D963
1 0 07 5F 58 17 71 AE E6 84 BA 44F1 2276 D61F BAEA BB45 6E72 83AF 1777 52F5 CA662C2 B9508C55 872DBD13 FAFD2F6B F8F5B466 A095F29 ADC9DADB 5F03BB3A 311F8B1
2 0 7E 38 38 10 67 3F 38 23 DD B11C DED3 622B 890B E1CA BF2E 536D 4C5B 3789 BEFEFCE1 3A77CDE6 81255486 25911926 B404A496 ED05A902 917F078C 144EF115 B591922B
0 0 E4 36 75 C4 9D F3 43 19 79 7EB4 2546 13A2 83EB 5F90 7D3B 7F1B 31F7 38D B370C6A9 645B5DE D21DBF7E 1D20A236 7C67FCC2 1975B81 60410AE1 C5706D60 D2892AD7
2 1 DD AF 2F 8D 8F 54 AE 0A 58 83A7 DDB1 8CAA 193C FBF F49E ECCD B693 73E8 9BA87F03 CE7FAECE 301DC049 5930D1E4 7D5328C6 22316F3F 567B1F47 18EFD7AD 5D5E46A0
0 0 21 E4 F1 2F 88 15 72 51 51 4AAF 8CE3 4FB2 C689 6001 9650 B2F FC50 4690 ADA281F6 FF8DCDF2 9E040C51 8FA9C32 48F7D49 B4D9A694 EFA7C32C F5B1ED2C C0C06ED
2 0 94 26 68 74 4E DB 1C A5 43 879E EDE9 A1B8 EDB9 2D8A 2F45 2DC0 FE27 A20C E8769561 B877A955 2E37A406 347CC3AB 8C084177 8EE66E40 A5069677 FF12599B 79C45A5D
1 0 7D 3C 02 46 75 45 D5 60 D4 3F32 F30D A7FB 979A 4C40 67F9 7A0E F5C5 346 6C7577C9 8719E1C7 738F98D6 A1701CAF 3EFD1F12 76E9D6ED 52172C87 C33B0090 B22542A3
1 1 0C 2B 6C 22 9E 37 32 6F 04 2E21 FF13 6D1A A6A4 9957 78C5 5D52 BBA0 8A61 26EE2F52 CF94AF58 E0C75E91 E8686EB7 4DC630C3 B8E16CE8 FC9D307 14B8ED64 FFBDB1FB
0 1 2C 89 C5 32 31 76 40 E8 41 560B 2415 4F66 9361 14CA F29C 4DE6 2E5F 87EC A9D83A6 80C4957 375043E8 BD671C37 49E889EE B9B1FEC4 69C10D7C 46E75EC1 395DC049
1 1 3D E8 13 5E 32 2C 3E 00 00 731 DD7 AA0E E2DA FE37 A61A C769 9E3A 9118 A35493A2 E0CE8B70 CDCC75E4 2D3EB9C9 EAA46144 29481188 1F56BE14 2984D430 CBF4510
1 0 AE D6 2E 7B E7 5A D4 9F 9F 896F 61CE AAFA 5D70 4E64 7A24 5D8D 3383 4289 40D4D083 24CAD3BD 27C2E314 DA79EFE3 8453375B 40D51FEE 6B4C5B08 4F01A970 EB82E548
0 1 87 CB BE 7B F0 65 CE EC 86 5F93 6D5 92F9 8D7D F25 58D 98A2 857E C49B 7C584D7C 827D345 C788A80D 43AB42B2 CC5D3E99 48D93F93 B295089A 650366E4 5BC3CE7
1 1 7A 05 9B AE 1A D0 32 5D 45 516D BD04 F440 2583 F70F 65D5 6F2B 8417 1B28 4F89789D 453AF223 8F5216F6 4084880B 98A6FD71 B26F6CA7 9385C49F 4D605542 671E0258
2 1 F3 AB 3F A1 DE 60 5E 21 A8 62F3 AC86 2C38 E68C 8664 4560 782 7FD5 E09E 8882DF4B C008BF54 BB8DA0FD 469FC13 5A473C92 CD1AB11A 7F7FAB33 1DF23CBB DF48F61D
1 1 84 AF 9C E2 3E 2A E8 75 06 C9A1 DAE6 D012 977D 8617 90FB 74AB F2A4 92CC 7BB547DF CEECE485 6CEC9361 29D466D5 F49EB3C ADBCD2A9 178EFC95 C36A247F 195B35FA
2 1 01 0E D9 04 F5 46 D6 85 7A 75B CB56 10AA 2F40 26E5 35D5 201D 875E 3F6D C1F419F8 D74FCB0C B063825F 5721CEB0 4F7CF0FB 54BDCDD3 D15F4215 2E3D2E2E 9E7ED069
2 1 86 7A F0 32 0D EE A1 86 A9 2563 1FF0 2BC7 D3B8 C1 320F FD64 7F33 9D7D E29E9096 F39E44FB 22CBC428 7AD0499F 22CD4A48 2EEF27D0 AD9916FE 507765F4 CF71FA5F
