a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
185D 3DF9 315D EEBB E424 DF34 3B2F 3F75 287E 3014 0.502441 0.502397 0.000045
3244 D270 3CA8 342D E5B8 331F E3F3 DA6F E34F C1B2 -0.947021 -0.947087 0.000066
38D9 F383 33D7 CB40 C4D8 1878 D55A 1DE5 3E49 E924 -0.116089 -0.116115 0.000026
2F62 1CC4 2A79 3BDB 15AE 2B7B C062 2A0D 2C5E 30DC 0.526855 0.526926 0.000071
3AB1 0FC1 E97F E4FB E8EE CD4A CE44 1CC5 CDED CA8F -0.670044 -0.670002 0.000042
E07B D9A7 F18B E443 D9A3 1B47 C5A5 CF1B 3BCA 407B 1.030029 1.029992 0.000037
C976 DF5F 36CC CB74 21D9 28ED CCC8 3154 C86E B30B -1.809814 -1.809739 0.000075
2CCB CCF5 D96B CDD3 D6CD C3A6 C4E2 3C29 CC76 D27A -0.461304 -0.461323 0.000019
2D7B 3B66 CE0B C71C CA5D C33E 3C52 110B C186 AB52 -2.584961 -2.584882 0.000079
1F21 1EDF F25E D83A 3267 375E CF95 CBC8 DA0A 1E10 0.219727 0.219757 0.000030
1049 C510 0EF4 2D07 C8CC 14FA 1F0B D15A 26F9 09B0 0.022217 0.022243 0.000026
C91D 36F4 EBFE D915 38AC E1B8 25EF C559 3221 1784 0.121216 0.121147 0.000069
3658 3825 3375 3F1B EA1D C494 2A19 E5C7 C7B3 B9C6 -1.389160 -1.389045 0.000115
1DA1 E444 C317 3BFE 18A2 3B93 24B4 C8ED 3ACE E244 -0.214600 -0.214631 0.000032
2BF5 E480 DE5F DA0E 184A 330F D15B D4E8 E1D1 0488 0.004944 0.004993 0.000049
3BD7 30BC D19C CD8A 3542 3DD0 F704 C64C C6C7 37FD 0.749634 0.749564 0.000069
E682 F8DD D983 C79E CBEE CBA0 DF59 3B21 35ED 1ED0 0.231445 0.231456 0.000011
35B4 2239 F459 E5AD C517 CBAE 299F 3D30 C4D3 B3DA -1.759277 -1.759499 0.000222
C6E3 F7E9 C275 3022 31C1 C90C C785 E765 1165 226E 0.287964 0.287932 0.000032
3DAE CB9C E44B CF92 32AC 3EDD 26D1 39E4 F958 CDF0 -0.564453 -0.564379 0.000074
C373 CD7D DAEF 0A77 CF0F CC11 265E D507 1699 3A46 0.821045 0.821074 0.000029
CE29 3C2A C1B1 3530 3E48 CB05 2397 3643 190A C6A3 -0.792603 -0.792659 0.000057
3BFC 2325 DAA5 F1E2 E7F3 CF31 30F7 0989 CF79 C13C -0.961426 -0.961546 0.000121
3973 3160 C973 28AB CEF1 08B2 E08A CFCD DEC2 C956 -0.708252 -0.708279 0.000027
E6F0 F6C7 E7C9 F78C CDC3 D7C7 C999 29C1 C97D CEF8 -0.532227 -0.532205 0.000021
DE31 31DA EC03 3B8E CD62 28AD 3890 C279 3C26 28F8 0.390137 0.390177 0.000040
CA73 C74B 2D4D 1F28 2A94 E728 E3B7 C1AF 3B69 27C4 0.371338 0.371342 0.000004
D7E3 CDCC 285D 371C C28C 3A5E 23BE DD32 C707 C018 -0.997070 -0.997090 0.000020
37FA C65F C949 CAAC D81C E3A1 3312 C67B C2BA C233 -0.931274 -0.931176 0.000098
35A2 3E7C 2145 2746 E7A0 1CCF 20EC C067 E7ED DC0D -0.311707 -0.311698 0.000009
C8D5 357E E224 35DA 34E9 C7E1 C90C 3AE3 C41B BE0C -1.122070 -1.121984 0.000087
C54F C2A8 D3F0 C710 380D C644 12FF C1F2 C2EB EAB0 -0.104004 -0.104018 0.000014
C6FD 20A2 37A3 C4DB 18D6 E592 377B 3341 3994 35C8 0.680664 0.680657 0.000007
3A1E 2773 EB68 DD25 3A20 3D83 C447 1BD4 CAAD 2796 0.368530 0.368630 0.000099
E7ED E6D9 227D 1233 251D 3862 C9BF D15B F230 D428 -0.435059 -0.435044 0.000014
C3C2 F0A0 3B36 3119 32A5 C1FA 37D1 2C36 CCB3 E388 -0.194824 -0.194916 0.000092
3635 2B21 17A0 3C4F 2312 F3C7 178B C19A E38A C585 -0.827515 -0.827447 0.000068
2AA1 33C8 C602 3E85 DEF8 C900 368A 3D87 366A 2D02 0.453247 0.453341 0.000094
D378 C514 2044 29E2 E5D5 CC20 3314 C6E8 CEC9 E9E6 -0.110168 -0.110221 0.000052
2A0D DCA6 D58C 370B 2EA3 C95C C249 331B 3767 4F42 1.953613 1.953848 0.000235
DA82 2AA4 D0B6 27F5 386E E004 D5E2 3E40 3CD1 4180 1.093750 1.093543 0.000207
CC92 3BAB CBE1 2B45 1CA2 0D08 2A2A E50C 2BCA 08B8 0.018433 0.018363 0.000069
33D0 393F 36EC 18D2 2172 1F9C C50B C4FF F683 D7AF -0.379944 -0.379975 0.000032
2965 CB6C D9E7 E2CB 1769 21B1 D7B2 3DA0 F29F E128 -0.231934 -0.231936 0.000002
C667 32F2 D225 D49F 388F 3748 35C5 0C12 E7FD CB8A -0.639404 -0.639316 0.000089
DE7A CD7F 2DEF C8C2 386F 2C5A 1F12 3230 D755 BD8C -1.153320 -1.153335 0.000015
32A9 E0AD 2880 3A75 F353 3AE0 279C 16B0 CAF5 CB65 -0.643921 -0.643899 0.000022
C102 3C66 DE2C 2104 33CB D86D 18FA 3346 EF24 C408 -0.874023 -0.874094 0.000070
3EDF 3988 D761 C316 C973 0AEC C84A C72D F0F7 2176 0.272827 0.272759 0.000068
3009 1833 3FA3 F10E 2E59 3D27 CD73 CA11 C284 BE5A -1.103027 -1.103002 0.000025
ECC4 3031 D24D 357A 193F 3CAE 0AD9 E230 286D 354A 0.665283 0.665195 0.000088
339F 3B6D 1B5E C830 DFEC 327A 0D22 EC49 D52F FC80 -0.002930 -0.002959 0.000030
EC6B F14A 3316 E6FB 3D32 E65D 0D5F 04DD F46F EDC4 -0.079956 -0.079976 0.000020
2B0A 3461 2575 2376 C68C C7DF E214 33CC CF9D BC96 -1.213379 -1.213142 0.000237
D4F8 D647 3414 CE82 3A81 276E DD43 2DD0 C883 B54A -1.669434 -1.669305 0.000129
F7E6 D748 CE4B 3C8A F1BE DE12 F5C2 1404 27A6 326C 0.575684 0.575705 0.000021
CC6B 1E7A C310 C1D8 3B7F CFE7 1ADF C068 D961 E22B -0.216125 -0.216239 0.000113
3AC2 1BC6 D878 2B7B CC33 C585 C7B5 CAE8 DEF6 C1ED -0.939819 -0.939790 0.000030
ED89 2E02 24E6 3D4F C9E2 E581 2161 3A4F E0B4 32A3 0.582397 0.582264 0.000134
EB5D 34A8 26EF 3E74 DBEC 3064 164C C6EE 1C0E E60A -0.155640 -0.155591 0.000048
D70F 3C8B CB69 C271 CC28 1435 E1B9 1051 3EA7 45E4 1.368164 1.368140 0.000024
CC72 FD1B 378E 1C9E 37FE CD3A 2F45 C6FE 3408 27F7 0.374451 0.374472 0.000022
26CD 326B C3E4 3ED9 E14D 3BB9 1FEC 0B65 C015 C752 -0.771240 -0.771321 0.000080
3C15 EA2E C333 E431 3690 3A84 D063 2AAE 26AF 4406 1.251465 1.251373 0.000092
E2BC 3CF2 C5B3 D2C8 ED81 2BB7 E29F 06A6 C54E DF76 -0.258423 -0.258434 0.000011
3DF3 2E8F 3E23 C898 E1EC 3667 3803 2E66 329C 411C 1.069336 1.069195 0.000141
3C84 0F3A 26DF 388D DB8E F7F0 3718 2BF3 342C 3E02 0.937744 0.937748 0.000004
36D7 3325 32D3 3A91 E54C 3D7D 29CF DD18 C638 D791 -0.381775 -0.381750 0.000025
E5B9 3216 1E2E C945 308D 312E 3537 DE59 CFA4 0EA8 0.052002 0.051948 0.000054
238F C5C6 38F8 25EE CB7F F555 32EE 10E1 3D02 437A 1.217285 1.217369 0.000084
C923 3FB2 3B34 2486 3497 E2A5 1437 C4B4 3929 EEB4 -0.072632 -0.072580 0.000052
2CF9 3FE0 3E28 0CAD DFA1 339A 2DEC 3569 C091 F620 -0.022949 -0.022911 0.000038
2CE7 C72B 22EB CBDA C793 2503 3231 2392 3F1A 2644 0.347900 0.347953 0.000052
DDB1 20EA CF64 3522 C842 340E CF38 21E1 2A4F 43EE 1.245605 1.245630 0.000025
F733 33E4 C772 1917 1B25 3861 F3D3 198F 334D 41EA 1.119629 1.119676 0.000047
2983 ED84 DD80 2DEC C283 D9AA 34F3 D915 DEB5 C11A -0.965576 -0.965606 0.000030
DB3F CE15 3476 37F9 C8F6 CD01 3093 D8ED C328 DE70 -0.274414 -0.274418 0.000004
3EBC 11C9 21EA 2C4A 1D31 303B C283 C910 CDA2 C2D1 -0.911987 -0.912010 0.000023
3F58 C98C 2C80 34F8 D61A 390A DF6D 36FC 3F3A 28B0 0.385742 0.385772 0.000029
C3E0 3A8F C6B7 C5DD 385B 2C70 E6CF 3450 1939 CE0C -0.561035 -0.561039 0.000004
C473 06F0 E576 2230 3D51 E49F 3507 1FDE D9D6 BD34 -1.174805 -1.174865 0.000061
C254 30B6 C3CF C6DA 243F D6F1 146F 2087 CB3E B90A -1.435059 -1.435005 0.000054
35FF 2802 C576 C3FB 24B5 C873 CFF7 3BFE CBC2 BF6A -1.036621 -1.036606 0.000015
316C 2048 C2C3 0B4B C263 2647 C4C1 3233 2884 3862 0.761963 0.761940 0.000023
C63D 2B9A 3E66 23B7 DDEA 3C37 38AD 3E4E 3795 52F4 2.369141 2.368951 0.000190
E821 CBEF C319 CE42 D960 230E C74F D20C CB7B 1B06 0.172241 0.172302 0.000061
0A38 C1AB 3386 CCE9 EF36 379B E011 D583 E6AD C7F2 -0.751709 -0.751570 0.000139
CDB7 360A 3ACE C61F CB0E F6D3 D8DF 3CB4 E342 C441 -0.867065 -0.867121 0.000056
C280 2F61 2EFF DC15 D967 C62E E60D 3CD6 3820 24FF 0.328064 0.328062 0.000002
1B44 21AC C555 365B 3ADD CC2E 2AAE CAC1 397B F31C -0.038208 -0.038235 0.000027
C91E CAA8 DAFB C7B9 DC31 3411 3902 CBF2 C78C C83F -0.742310 -0.742291 0.000019
3B2B CBB0 3EFF 39FA 3DDB 3514 CD08 D96E C799 BC04 -1.249023 -1.249042 0.000018
E6EA E554 DAD9 E82A DB07 343C C85E E454 CE66 DA18 -0.342285 -0.342316 0.000030
097A 0F09 C44C C29A 0BFF 3A07 D107 F4DB F7EA 2E56 0.473999 0.474015 0.000016
3759 3C36 F147 38D4 CEEA EAB5 F241 CE18 C23C B283 -1.843018 -1.843098 0.000081
355C 3EE2 2FC2 C07E F3A0 DABE 3181 C33B D06C 247A 0.319946 0.319869 0.000078
DCED CCA7 1A63 DEF2 2692 2904 2C02 CA65 1C66 1538 0.103271 0.103237 0.000034
3C8A 1866 C3B3 CE94 C1D2 D3B0 3322 11F9 1B1B BB40 -1.296875 -1.296843 0.000032
C420 C649 E668 C627 0586 2A08 CD58 D6E7 C950 CB98 -0.637695 -0.637679 0.000016
33C4 DC5D 1CD1 3E22 3E40 E7FD 2FD9 D9A0 1329 2EB6 0.479858 0.479936 0.000078
3A47 31A1 3B2F 0DC3 2F95 337C 2B56 D3AF CA26 29A8 0.400879 0.400718 0.000161
2835 EE91 CC9C E39B 35D8 C067 33BA DCC2 C1FA C27A -0.922607 -0.922588 0.000020
C9B7 30D7 2C9F EDC1 2F3B C9A1 32C7 34A7 0622 D0B8 -0.488770 -0.488642 0.000127
2BC1 DE98 DFBB EF35 33B6 32A0 3F39 2BDC EE80 E06C -0.243408 -0.243338 0.000071
13B2 3B3D EEF5 CD27 1EF1 3391 3220 E7C8 CF1F 0E68 0.050049 0.049951 0.000098
CAD9 378E D354 C041 22A8 2626 332A 21AC 172D D8DC -0.361572 -0.361618 0.000046
D8A4 32A3 C94C CDA5 0CAA 3571 EEE4 CAD5 34B8 4745 1.454346 1.454326 0.000020
C476 E759 3363 C5EB 1F0E C237 19F8 39ED 21A1 D881 -0.367126 -0.367133 0.000006
CE3D DBF6 370F 3E4C C64C 0EED 3B9D CB20 19B3 32B6 0.584717 0.584616 0.000101
3BD9 E70C C1B9 0C6B CE48 E621 CAE4 1C29 C45E C9D2 -0.693115 -0.693096 0.000019
36B3 1BCF 2541 DF82 3499 CB75 1CB4 0DD2 E5D1 1EED 0.233215 0.233223 0.000008
376C 3A66 E12F D552 E7BA 2303 CD39 C4CE C97A EFE8 -0.063232 -0.063293 0.000061
C927 E219 CF56 C27E C0BA 1C74 2BB7 2175 EE53 152B 0.102875 0.102887 0.000012
D5D2 0DDA DC9A 35AD C67F 26A5 E740 260C F8F5 335D 0.605103 0.605087 0.000015
CC98 D67D 3872 C111 E7F0 3DFB 3085 334E 3B94 280F 0.375916 0.375944 0.000028
37A2 C1AA DEA4 3C72 F25A C1FC 2831 CD87 F3AB 1D40 0.207031 0.207106 0.000075
3219 DAE7 104C 2DC5 E9E3 C4B6 242A D9E6 2975 2E7B 0.476257 0.476318 0.000061
F364 354C E447 34FB 0939 CA4E 3281 3D39 F15B F92A -0.011078 -0.011038 0.000039
CDD0 2EA2 204F D906 C518 C034 C305 CBFB 32E9 32CA 0.587158 0.587054 0.000104
C909 C207 2658 E7A7 1BAD F309 2A8E D4CE F9CE 146D 0.097076 0.097111 0.000035
D4D2 E904 31E7 33ED CEC2 CAF7 281E E783 D352 F864 -0.014099 -0.014109 0.000010
E7F0 280C E5C1 3DF2 3B9D F7AD 2DEC 331B 3930 427F 1.156006 1.155917 0.000089
30BB 249E 3D6E 1551 DAF6 E287 D7C8 38B9 3D2B 29DE 0.404175 0.404165 0.000009
24DC 1EFE C345 3FCB 1C20 C640 D512 EA6A 2566 2EB8 0.479980 0.479929 0.000051
3F55 CFDA 17E2 CFD6 C6AC 1DBE 19CB E759 30DE DEC8 -0.269043 -0.268963 0.000080
1EDB C4E4 36F4 35B1 343B EFC1 E8B0 33FA 260F 3C44 0.883301 0.883343 0.000042
138D 1D6E 2652 2ED6 C8E8 15DD 1F5D E34B 22CD 1F52 0.239380 0.239421 0.000041
1A00 D847 3502 F05E C3B3 1C18 280F 2764 CB0B CB94 -0.638184 -0.638145 0.000038
2749 1036 316D 3E42 2795 1693 2003 2499 2B9B 4036 1.013184 1.013255 0.000071
D7E7 2476 3E46 29DB 1B96 0BBF 34B3 D575 2848 387D 0.765259 0.765306 0.000047
F314 236B 13B1 C00D EEAB 1D2C F0EC CB1D 3F6E 4B1B 1.694092 1.694049 0.000043
CF0A CA59 C0F5 3A38 39C8 C7C7 C46C C12D C562 C99C -0.699707 -0.699817 0.000110
C479 3CA7 36F5 DE12 DFE2 C80D E345 DE06 D8F6 C3EB -0.877563 -0.877483 0.000080
C17B C90F 3B79 2BCB 2ECA C558 3089 D27C E19A 1A08 0.156738 0.156744 0.000006
2945 E6CB 0AC4 DB2E 3314 C359 C60A 134F 39DC 41F4 1.122070 1.122132 0.000061
F65A EE20 CCFB 1163 35E3 CE37 3B64 236F 110E D72B -0.388000 -0.387952 0.000048
C65D C53C 3C88 3C0C 3B23 1759 C427 D7B4 D28A AD36 -2.348633 -2.348655 0.000022
D1AC 3B66 CA9E E13B DAC0 36B3 C413 235D 36EC 4FE8 1.994141 1.994313 0.000172
E138 C971 EBEE DDC3 395F CCF2 1E65 2253 D29E DB30 -0.325195 -0.325249 0.000054
38BA 3359 D7AA 3F3A CA64 209C 39D1 3C9C D1AA DE83 -0.273254 -0.273228 0.000027
EDA3 C697 1DF9 F0A5 30E1 C442 E365 1911 E8F6 2E87 0.476990 0.477072 0.000082
353C 3A8C E41E DFDD 304C 3FF5 23B6 2AD7 3550 4AB6 1.669434 1.669513 0.000079
E697 226A C714 1EE8 D5AD 1D0E CFD7 2778 C073 D72A -0.388062 -0.388086 0.000024
CBA9 38ED 3909 29FD 34B6 C737 D132 CA88 DDA0 B0CA -1.950684 -1.950796 0.000112
3077 CBF1 205C 2009 CDB0 CD0C 1BCF 2309 295D 3308 0.594727 0.594801 0.000075
39F9 C392 D717 C69A C95D D958 24FA DEF5 C97D C3DD -0.879272 -0.879351 0.000079
E3ED 0DA1 1ADB C41F C9B2 D11C 1EBC EB63 C10B C891 -0.732300 -0.732232 0.000067
DD5C D991 194A CA69 F154 0D46 31C2 313E 3A85 317D 0.546509 0.546488 0.000021
D051 E0DD CEAE 379A 1C2F 3788 C071 329F 0CC2 376C 0.731934 0.731988 0.000055
2EB9 341F 0A96 D02B CEB5 2564 198F 0828 3B6B 39B5 0.803345 0.803319 0.000025
C7FD 3124 CB90 262C D448 29D6 CECA C4EC D7DA 1DB6 0.214233 0.214254 0.000021
E312 C67A C5A0 05CC C9DC 3835 CDE8 C936 C8B6 C89F -0.730591 -0.730612 0.000021
03A2 DF79 F874 C8E7 3E0E 3053 CCF7 C2F5 E623 285B 0.380554 0.380489 0.000065
31E4 3CF3 C908 C7A9 C433 E5EA 1BAD 2D07 231F C63A -0.805420 -0.805445 0.000025
372B 110B 3EE6 D1A6 061F C0C0 C288 DCAC 0D4C C771 -0.767456 -0.767587 0.000131
CAC1 311B 3F1C 2DD3 F23A C8BA 33C9 08CB 0DCC 22F7 0.296326 0.296265 0.000060
3E78 C985 C675 3CE8 CCA2 35D5 3165 DFB1 F3E6 B3F9 -1.751709 -1.751679 0.000030
D978 120B DED8 3581 E15E 1206 31D5 0C19 CE19 CCC8 -0.600586 -0.600680 0.000094
36D7 E02F 374F D2D1 D4E1 213B 130D 3A22 E6A1 C59A -0.824951 -0.824921 0.000030
E3C6 CAEF 2BEA 35F4 321F 2A5A 34D4 200E E396 E8FE -0.117249 -0.117233 0.000015
CE2F 3E1C ECE2 24C9 3F82 E7A8 1D10 129F CC80 BBAA -1.270996 -1.271021 0.000025
0E9C 37C2 C799 F1E0 397B 0AF8 3DFF E82E DEF9 C2C2 -0.913818 -0.913631 0.000187
E382 2962 0C58 31D2 1A50 3B7C 2811 2FCF 3143 4236 1.138184 1.138155 0.000029
2AE8 1C00 E3D7 D672 03EC EF06 0DE9 0C57 D0F7 CF66 -0.518799 -0.518807 0.000008
DFA5 C838 20D7 39D3 189D C2A9 3307 3650 C031 27D2 0.372192 0.372125 0.000067
CE04 1228 3C44 CAD2 C133 3270 DE82 C3C3 3B99 4CAC 1.791992 1.791734 0.000258
3514 E7A1 C0D3 C485 1C50 29EA CB5E 3E3E DA31 D32C -0.450439 -0.450423 0.000017
CA36 C6EE 364C E13F 3EF0 DC15 C42B 31AF 3D86 E194 -0.225342 -0.225286 0.000056
3D23 096F 3868 CE4C C929 DAF0 C394 CA8A C26B B1CC -1.887695 -1.887697 0.000002
DFC4 E238 E678 D05E 27F9 3B09 D773 394A 3FB0 284E 0.379761 0.379818 0.000057
DDC8 0693 1289 CE3E C55A C36C C91D 1176 C539 C953 -0.708618 -0.708594 0.000024
12EE 180E 3F58 C11C C5C2 C297 3B1B C414 12BD 4920 1.570312 1.570184 0.000129
D914 38A2 2477 3F45 E1AA 3EA7 2AE5 D808 CB99 F164 -0.051636 -0.051580 0.000056
3316 2BA8 23F4 C988 3BEA 367E 2007 CC74 CF7F 3A17 0.815308 0.815243 0.000065
E4C4 C64A 146D 0A3A 2D6B 3B21 39F7 3654 DE07 C1B2 -0.947021 -0.946932 0.000089
3660 CA11 E243 DDD1 DE72 EE12 3580 2966 C6D7 BD17 -1.181885 -1.181850 0.000034
E32A 1AF2 D5FD DB56 E3A8 1A20 1AEF 2B90 2D3E 241B 0.314148 0.314163 0.000015
C6DD E1F5 2E48 26DF 1DDD D221 D8E7 D340 2D10 0F0C 0.055054 0.055067 0.000013
D26D 2664 F42F 130B 2848 33E1 1D01 E4D4 39AC 3A56 0.822998 0.823000 0.000002
C06D 3748 297F CC30 364A CE4D DF0A 3FF4 2C9D BA23 -1.366455 -1.366394 0.000061
2B62 3D04 C5DF 39F6 C7E2 D601 F123 3681 C8A0 C62F -0.806763 -0.806923 0.000161
0ED0 3F0A DBAD 31A3 C7B8 F16A 34BA 3056 3744 36CC 0.712402 0.712429 0.000027
2A68 C66C 3AD5 2A6D 125A 3093 395F CECD C63E C83C -0.742676 -0.742688 0.000012
C2A5 35E1 1FF7 1023 2BAD 26E9 C919 D086 2E58 1664 0.112427 0.112379 0.000048
3E7C F8EE D233 CB3D 1F16 242D DF46 2C90 FF47 0EC2 0.052795 0.052799 0.000003
26BE FA9F EAB0 E63D D081 C9B5 2873 CDAB 1870 065A 0.009186 0.009205 0.000020
C375 3CDA C35D D1E0 C84B C1A1 3CC2 C4CA D4A7 BF95 -1.026123 -1.026183 0.000060
1567 2671 3F5B CF61 3892 C963 C786 21FE DC4E BA12 -1.370605 -1.370641 0.000035
CD98 2429 CA71 3270 CC2D C068 3A71 12C6 0D10 D4E9 -0.423279 -0.423299 0.000021
3EFC E6E5 24F0 3DF2 1FD9 CC73 2BB8 CAB0 0ED1 EAFB -0.101715 -0.101625 0.000091
C7DE 3AD8 F7AD C27C 1F32 37AF E0BD C4FB C10A 2074 0.257080 0.257106 0.000026
CDE7 DBE3 30A7 24D0 D0BA D30A 34F2 DAF6 DEF9 28B9 0.386292 0.386226 0.000066
C0B6 E5F1 2B58 CC02 F069 3778 161C D655 18A2 2804 0.375244 0.375262 0.000018
C3D4 DE7A 3D87 29B3 16A7 C9B0 3204 C0A2 D233 E007 -0.249573 -0.249624 0.000051
D173 182F CE83 C975 335C 0ED0 CDC2 27BA 35F4 2D15 0.454407 0.454431 0.000025
3F46 230C 2527 C47B C469 3530 F3E4 DC3F C857 BDEB -1.130127 -1.130110 0.000017
D029 148B 1E95 183B 387B 3323 2C8E 366C 115C F0B0 -0.057129 -0.057106 0.000023
C6CA 1CB7 34A5 3822 D4F4 3A5C F86A CE55 3D7E 3FC5 0.992798 0.992807 0.000009
3A11 1B10 D894 3A74 0A33 3134 D4A1 C77F 15BD DF94 -0.256592 -0.256518 0.000074
DE93 2E45 C1A3 F1B2 CF92 3BFB 382D 0E10 EE83 E0A6 -0.239868 -0.239964 0.000096
0A65 EA22 C380 1FEA 1BB8 21A2 19B2 3668 296A 2A4E 0.411011 0.411009 0.000002
C2A5 CEE8 DABF C65A 3D99 D5EA E2AC 3C91 390C D05C -0.494385 -0.494399 0.000014
D098 2D59 EF4A D420 2F69 F181 D674 157C ED60 D896 -0.365845 -0.365837 0.000008
C1BA 1D03 CF4F 26DE 3CE3 2C44 2B71 3382 D1CD BC21 -1.241943 -1.241909 0.000034
33E1 13A1 34C3 368D 34D1 D39B E556 3467 19FE 3B8E 0.861084 0.861127 0.000043
E3A2 F4F4 2680 316D 3A67 3FD5 C69C 3AE1 D02B CFD1 -0.505737 -0.505734 0.000003
0D9E 1473 1FBE D9E3 30B9 2F11 3194 C436 E372 23CA 0.309204 0.309146 0.000058
ED4C D41B 3CEF 19AE DDF4 E99F 35DE 3CD0 3BDB 4B28 1.697266 1.697071 0.000195
C68A 3FC8 C220 3758 2547 CE2D 3F45 E672 1C12 B598 -1.650391 -1.650312 0.000078
2BCC 0F90 1457 1991 C786 F125 D31F C14A C832 BBBE -1.266113 -1.266229 0.000115
C279 297A CD12 31F3 EDD4 C181 EB29 E4BC DB38 CA8E -0.670166 -0.670138 0.000028
C84D C01A 35EC 186F 23F1 C732 CBB5 C8EA DF60 E02C -0.247314 -0.247340 0.000025
CAD1 CDCE C5C9 07D1 C884 34DA D2A6 1F89 CD53 EC9E -0.088928 -0.088978 0.000050
3DD9 C2DD D33A 3C0E 1856 C4A0 3E8D D5E1 E5D0 F220 -0.045898 -0.045814 0.000085
E62D DC8F CAD5 1960 291A 2B42 DE06 CD79 D425 CF3D -0.523804 -0.523832 0.000028
1B84 E036 DBAD CBBD 345B CFA6 37AC CB4E 28A0 3998 0.799805 0.799861 0.000056
CFD4 3B8E 136C C923 07F9 CA53 C330 305F 0D4A C022 -0.995850 -0.995662 0.000188
2335 C290 3104 3D19 CA37 C501 3138 CB75 E0E5 0CE2 0.038147 0.038117 0.000030
F2B0 D54F 2BEB 3424 C749 383B CC18 C744 CC39 B572 -1.659668 -1.659629 0.000039
C685 C8A6 CFDF 3880 DCBC C2F6 27AE 3443 D673 39A2 0.801025 0.800969 0.000057
21E2 CB96 2725 3CED CE5A 1CEF 38E7 3142 F3BE 2CF8 0.452637 0.452631 0.000006
D3C0 37B4 1FD4 122A 1532 19A8 C7CC 3D2D 2E06 2AEC 0.420654 0.420715 0.000060
1271 3546 EB1E 33BD 3C83 E0B0 D1AB D100 24FF F998 -0.009399 -0.009385 0.000015
DBEC DA33 18FE C346 CA9C CEDE CD30 3212 3793 3141 0.539185 0.539248 0.000064
D608 CFDE 3AEF 2E10 CFE2 C805 30E4 C8EA D405 2005 0.250305 0.250363 0.000057
C29A 2CA9 CD41 C54E 3E24 D88D 237D C35F E334 CAD6 -0.661377 -0.661386 0.000009
D2F9 EAAC C225 D2E5 0F5D 32DA DED4 23B1 FE34 09AB 0.022141 0.022195 0.000054
C758 C944 307C E698 F9B3 386F 3F68 C44B E0C8 E702 -0.140503 -0.140497 0.000005
F889 198F 2330 CAB7 215C 302A 2A64 1A18 3039 331E 0.597412 0.597449 0.000037
243F 3A17 C9DA D70A 0C7C D10E 1341 2FAF E09B C3EA -0.877686 -0.877607 0.000078
3A6B 31F3 CB04 383A E7ED E71A E5C4 11B6 39D5 3932 0.787354 0.787412 0.000058
CF0F E15C 3A15 25A5 CDD2 D8E2 369E C377 E325 2D41 0.457092 0.457033 0.000059
1617 1C6D 26A5 2EAE 339D 26B0 205E 2EBB C3F8 D52F -0.419006 -0.419022 0.000016
3392 0EF7 DBDB 3415 E719 CB91 E0FD 1254 CEF7 CF1D -0.527710 -0.527697 0.000013
3415 11CE 3428 CB10 3415 DB8D E49E 232E 13A6 19BF 0.152283 0.152254 0.000028
E012 D684 C1C6 D8D6 23F7 33BC D1AC C816 C751 D7E9 -0.376404 -0.376476 0.000072
32A8 28D9 3A75 E2E4 E814 373D C06C 233D D5A8 BEBA -1.079590 -1.079654 0.000065
32DC CDE3 C19A CACC CFCA CEB3 3066 1EDF C4BB B83B -1.485596 -1.485472 0.000124
33AA 20C8 3E24 362A 1894 E9DC C6FB 1207 1BE1 D3A5 -0.443054 -0.443166 0.000112
D6B0 D962 0D2C 1967 2CFC CB27 CBD4 CEC0 1E6D 1AFF 0.171814 0.171852 0.000038
C3AE 3278 3499 3EBF 3553 CDF3 E75B C3F7 CAB9 ABEE -2.508789 -2.508944 0.000155
3952 38D7 CFD9 C0CE CA4E DDE8 C26E C45C 2B9E 3F7E 0.984131 0.984090 0.000041
2BFE 36C1 D081 3478 090F C126 2BEF C0CC C4E9 AD1A -2.362305 -2.361970 0.000335
3D76 C0E0 C6CE 2E98 C89E C154 DCA8 32DB 0737 3956 0.791748 0.791755 0.000007
25B3 1E2E C69F 301A C719 F90B C9E1 346F 18C3 37AE 0.739990 0.740047 0.000057
35D7 3B40 294B C502 23FC DFB4 E79D 1776 EA9E DF3C -0.261963 -0.261955 0.000008
D454 D82A 1D15 CE19 E61D C39C 0988 CBC5 C610 F0F0 -0.055176 -0.055225 0.000049
CCD6 CA3D C3E5 DA57 19A8 3F20 E6C2 2769 3CDE 19D0 0.153320 0.153321 0.000001
3CCF C8BF 24C6 C511 CC08 2432 EA30 E248 2A50 E0FE -0.234497 -0.234571 0.000074
F0B4 CE3F CBC8 2D25 3DC9 1868 2C00 F3C6 C426 BB65 -1.287842 -1.287760 0.000081
C522 3F8D D2FB EABB D968 228C 353E 10C0 CAAB D6DE -0.392700 -0.392580 0.000121
0C84 CC64 D7AE 1B54 2793 E775 E434 D959 2883 2F0D 0.485168 0.485185 0.000016
36C1 1AAC ED43 182B DF84 D17F DB8A 3D13 1A3A 0D1E 0.039978 0.039944 0.000034
D007 34B9 C401 C7DE DFC4 1F86 359D 1FD4 37BE 1FE3 0.248230 0.248322 0.000092
C65B 1A4C 2733 D0BB DEF2 208F D009 C7C6 D9F4 14BE 0.099548 0.099553 0.000004
