a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
27 10 03 D2 32 FC C9 07 07 1C 0.437500 0.450928 0.013428
3C CA 39 18 07 16 D1 D5 25 DF -0.515625 -0.515381 0.000244
37 1D F9 11 EC DB E9 37 04 F4 -0.187500 -0.200439 0.012939
28 10 C2 2C 3E D3 F6 C4 E0 DD -0.546875 -0.563477 0.016602
FC D7 DA D5 3C 03 FB F3 03 09 0.140625 0.141113 0.000488
16 E0 D4 D8 17 3C 06 3D EE B7 -1.281250 -1.286621 0.005371
ED 24 DD E8 E9 16 F2 24 C3 D0 -0.750000 -0.744385 0.005615
05 C4 2C FD 18 DE FF D4 11 34 0.812500 0.814453 0.001953
3B E3 2A C8 C1 09 E1 E8 DB AF -1.531250 -1.539062 0.007812
C5 10 C8 C9 26 3B E9 E7 CD E2 -0.468750 -0.463623 0.005127
EE FD F2 3F 12 2E C4 C6 2D FA -0.093750 -0.096680 0.002930
30 22 0D 11 CA 01 FD 3E D5 BE -1.062500 -1.048584 0.013916
05 D4 3F 22 D6 E7 01 05 39 46 1.187500 1.164795 0.022705
F3 1B 0C 08 CA 0A E3 2C 03 13 0.296875 0.285156 0.011719
FE 3A 26 10 14 3A 39 0E 3C 63 2.375000 2.332520 0.042480
19 0C 25 D4 F9 EE E1 02 EA D1 -0.734375 -0.740723 0.006348
DA 09 D0 F6 D1 D0 04 E1 DC F3 -0.203125 -0.203125 0.000000
E6 E4 13 0C 25 C2 EF F3 05 0A 0.156250 0.150146 0.006104
14 0D E7 FC DF CD 21 EF 0C EC -0.312500 -0.320312 0.007812
FD 2C 17 C2 E8 3B FC 39 D0 C2 -0.968750 -0.983887 0.015137
F0 07 13 0C 15 DC 3A 37 0A 1C 0.437500 0.442871 0.005371
0E D9 DC 27 09 23 32 26 E7 CF -0.765625 -0.770752 0.005127
2B CE 07 D3 F4 D5 11 D4 30 56 1.687500 1.661377 0.026123
0A E4 F9 EA 07 03 29 40 CB B8 -1.250000 -1.245361 0.004639
EE 03 E7 E6 05 26 21 27 34 18 0.375000 0.369385 0.005615
FF E0 DB 3B FE 02 ED 29 C0 F1 -0.234375 -0.252930 0.018555
2B 08 2C E9 28 E5 16 26 EB 04 0.062500 0.062012 0.000488
E2 32 CB 22 0F 30 F6 FB E4 08 0.125000 0.126465 0.001465
1B E4 15 1E 2D 34 DE 1E E4 E3 -0.453125 -0.450928 0.002197
C7 03 D6 EF 05 37 2A 38 39 0D 0.203125 0.198242 0.004883
1F 2F 23 E6 D3 D0 1B E9 24 03 0.046875 0.047852 0.000977
C8 DD 31 3F 05 37 0E E7 10 E0 -0.500000 -0.505371 0.005371
E1 E3 3A F4 C1 20 F3 C5 CC DC -0.562500 -0.573486 0.010986
C5 CA 3C 27 EC D7 EA 40 13 4E 1.437500 1.412598 0.024902
2E 1B 06 EC C7 D1 14 E3 08 D6 -0.656250 -0.654053 0.002197
3C F7 F1 3C C8 2C E4 E8 FB BA -1.187500 -1.244141 0.056641
15 15 E0 10 3E E9 25 D5 FF EE -0.281250 -0.272705 0.008545
C3 10 06 CD F2 0A D8 02 C9 D2 -0.718750 -0.695312 0.023438
C6 09 22 CF 37 EB 3E 0A 07 EB -0.328125 -0.320557 0.007568
2B E0 16 E6 FD C4 EC D5 D0 F6 -0.156250 -0.147217 0.009033
1F 07 F1 D1 CA EA 1D 3A 2D DF -0.515625 -0.514893 0.000732
1B 24 CA E3 18 E2 0B EF C1 BC -1.125000 -1.114502 0.010498
DB 11 11 FF F3 1F 32 C1 E6 04 0.062500 0.062744 0.000244
DC 3E 30 C5 F7 3B FF 39 01 09 0.140625 0.155029 0.014404
16 DD 10 C1 0D 22 DC 25 22 E6 -0.406250 -0.399170 0.007080
2A D3 02 D0 33 3C CD ED DE E1 -0.484375 -0.469727 0.014648
35 17 2F 32 D6 C7 24 FE 10 F1 -0.234375 -0.224854 0.009521
30 13 FD 35 2B 11 2C F3 C2 DA -0.593750 -0.586426 0.007324
3F CF 24 D5 32 F9 11 EC 3E 61 2.125000 2.180908 0.055908
FF E5 CD 38 F4 D2 14 07 01 0B 0.171875 0.168457 0.003418
1E C6 07 EC 28 21 F1 21 C3 B6 -1.312500 -1.314209 0.001709
2E FF FE 3E CB 2A E5 39 10 21 0.515625 0.520508 0.004883
04 F5 C6 FF C0 18 D6 F5 F5 14 0.312500 0.298584 0.013916
FB 06 30 33 C5 D6 0D 33 04 38 0.875000 0.860352 0.014648
E2 ED C8 3B FE 2C 3F 3D 3A 2F 0.734375 0.734131 0.000244
F4 1C 1F 3B 2C 10 FF D9 CF B4 -1.375000 -1.354492 0.020508
3F F2 2E D5 CC 27 20 EF C4 B5 -1.343750 -1.332764 0.010986
C6 F2 E1 EF EB 2B 19 21 2F 24 0.562500 0.558594 0.003906
39 D3 DF DE 08 1A 0C C6 D6 E4 -0.437500 -0.445801 0.008301
FE 20 39 F8 F1 3E 14 F3 D2 06 0.093750 0.076660 0.017090
0C 2F 13 E0 07 C6 C8 E4 E7 BD -1.093750 -1.076660 0.017090
C4 DE E7 C4 16 D2 D4 DC EE 24 0.562500 0.574219 0.011719
EE 30 2B FC E0 07 22 DA CB F2 -0.218750 -0.211426 0.007324
D5 FE DC 0F 14 FB E3 0A C8 CE -0.781250 -0.791016 0.009766
E9 F3 2A E4 11 05 32 C1 F6 2C 0.687500 0.675781 0.011719
19 C1 FE 1A 2E 06 2B 15 1C 30 0.750000 0.738281 0.011719
16 D7 DA ED E0 D5 EA 07 3F 4E 1.437500 1.414551 0.022949
F3 CA 27 1E F6 06 E9 19 FF FA -0.093750 -0.098877 0.005127
D2 DB 15 3A CE DD FB 36 05 56 1.687500 1.694824 0.007324
01 D0 F2 01 2B DF 0A 2B 28 40 1.000000 0.998535 0.001465
31 E8 3D 3E EF 07 1E 35 E1 21 0.515625 0.520264 0.004639
C9 DA 09 1B D5 CE CB D0 CF F8 -0.125000 -0.157227 0.032227
03 C2 1C 3C 31 09 FF F8 27 17 0.359375 0.385010 0.025635
FC 17 0A 3E 31 10 E2 2D FC 26 0.593750 0.587402 0.006348
E9 36 CC E9 F7 0A D6 27 F7 16 0.343750 0.355957 0.012207
06 DE 1D DE FF 04 C3 FF D0 B9 -1.218750 -1.208252 0.010498
DE F9 F9 3E EF 2A 31 DD 37 14 0.312500 0.315186 0.002686
DC 05 3A E8 D4 FF 1E FF 22 4B 1.343750 1.347412 0.003662
29 DC E9 05 FE 1A 02 37 1A 0D 0.203125 0.213623 0.010498
26 28 31 DD D4 DB 33 20 FF E3 -0.453125 -0.448486 0.004639
2A 16 3D C3 0E F9 32 C0 34 65 2.625000 2.616211 0.008789
E5 0E 36 CF EE 03 DA 1E 14 E6 -0.406250 -0.418457 0.012207
C6 3C 1D 20 23 FF 02 F9 14 F0 -0.250000 -0.238281 0.011719
1C F0 EF 1B 37 D2 0F FC 38 4B 1.343750 1.342041 0.001709
2F C9 CC CC 2D CE 3E CB 0B 48 1.250000 1.245361 0.004639
0D CE FE F0 EA E1 F5 ED 3F 4C 1.375000 1.372559 0.002441
2A CF C5 D1 14 EE 08 30 10 01 0.015625 0.004395 0.011230
15 F1 40 34 D0 EF E2 37 E0 E3 -0.453125 -0.454346 0.001221
27 EE C8 25 D1 F5 40 FA CF 9F -2.125000 -2.093994 0.031006
3F 21 0B 0B 2F F0 D5 FC DA F8 -0.125000 -0.125977 0.000977
13 FA 13 1D E2 CA E6 FA 05 F6 -0.156250 -0.145020 0.011230
38 1F D7 D6 F0 FD 16 D3 FD FE -0.031250 -0.047119 0.015869
04 F6 C4 28 EB D1 EB DD F0 F4 -0.187500 -0.189941 0.002441
12 E1 16 F3 C3 0E D7 D1 11 F5 -0.171875 -0.179443 0.007568
2E 3D 16 1C CA 17 ED EE CF B8 -1.250000 -1.254639 0.004639
12 08 DC 1E 2E 23 F1 1B C6 EC -0.312500 -0.306152 0.006348
FE 38 DF EF F7 3E FE F6 F9 34 0.812500 0.800293 0.012207
E9 DC E8 01 EC 2F 12 F2 F5 DA -0.593750 -0.581543 0.012207
E9 2E 05 35 04 DD 20 02 C3 B6 -1.312500 -1.303711 0.008789
C1 0E 1B 1D 1A 15 24 16 2E 32 0.781250 0.783691 0.002441
E0 CD 26 D4 0E F5 12 DE E8 0C 0.187500 0.184814 0.002686
39 D9 EC 2A C2 DB E9 32 2B 33 0.796875 0.786377 0.010498
C5 EA D4 1E 1A 0F 2C 02 EA B8 -1.250000 -1.256836 0.006836
D9 E8 12 25 09 FF 1F EA 3E 36 0.843750 0.826416 0.017334
1F 13 3E 29 E3 ED 35 C3 CF C7 -0.890625 -0.881592 0.009033
13 3B E6 DA 30 03 D0 12 D2 EC -0.312500 -0.315186 0.002686
CE 15 F4 09 22 EE E6 FD C2 B2 -1.437500 -1.406494 0.031006
CA 39 2E 01 1C CE D4 D8 31 CD -0.796875 -0.803223 0.006348
3C FE 28 16 32 EB E5 2A 30 4E 1.437500 1.454590 0.017090
2B 3B 34 D4 0A 1D F2 12 1F 2A 0.656250 0.635986 0.020264
19 CA 1F 0B 24 3E 3E F5 E7 DD -0.546875 -0.548584 0.001709
E9 23 1B 1D 1F 32 E3 D6 F9 EA -0.343750 -0.344727 0.000977
E6 E3 27 D3 EB 3D E5 F0 1F 07 0.109375 0.104492 0.004883
E9 10 F2 1B FE E8 10 0F C3 C0 -1.000000 -0.991455 0.008545
18 CD D9 1B 01 09 CA 08 2C 45 1.156250 1.148193 0.008057
07 D8 F2 01 D4 F0 DB 26 C6 D4 -0.687500 -0.689453 0.001953
E2 11 DA 24 D8 EE FC 22 0F 32 0.781250 0.788574 0.007324
16 38 FA F5 C5 32 F6 D7 C3 E3 -0.453125 -0.461670 0.008545
25 39 C6 40 1C 04 CB E6 E9 13 0.296875 0.293457 0.003418
E9 07 08 30 DC CD FA 21 C5 E4 -0.437500 -0.431885 0.005615
F5 02 20 08 06 15 0D DB CB CC -0.812500 -0.804688 0.007812
C0 CA D9 E8 D9 ED 3B 2D FF 01 0.015625 0.018799 0.003174
23 E3 08 C8 C3 1C 1E 16 1F E2 -0.468750 -0.477295 0.008545
28 E5 0E 38 27 E2 F6 EF CB DF -0.515625 -0.516113 0.000488
19 DF E3 E5 09 EC 0E 3B 26 15 0.328125 0.321777 0.006348
C5 D9 D0 EC 1D 2A F6 06 C2 AA -1.687500 -1.698486 0.010986
EE CC D6 D2 CC E2 E9 38 1B 29 0.640625 0.638184 0.002441
FB F1 0B C9 F4 24 2E 20 30 15 0.328125 0.326660 0.001465
D8 1D 38 3A 3C D4 17 3D 1C 2E 0.718750 0.718262 0.000488
C5 CB 1E DF CE EB 3C 39 FA 38 0.875000 0.878418 0.003418
CD 1B 36 D1 EB DB 37 2E F7 04 0.062500 0.074219 0.011719
2A 22 FB 13 1F FA E7 2D 04 24 0.562500 0.569824 0.007324
06 DF 1D 30 0F 0C DD EE F3 D0 -0.750000 -0.736572 0.013428
FF 40 E1 F6 07 2D 12 D8 1E 44 1.125000 1.131592 0.006592
CF EF 27 34 02 30 38 39 F0 30 0.750000 0.783691 0.033691
E9 14 DD 25 C4 E5 29 E9 01 EC -0.312500 -0.337402 0.024902
29 F8 12 13 ED ED D3 E3 E6 C6 -0.906250 -0.891602 0.014648
ED F1 11 1D 32 35 05 CB 37 05 0.078125 0.078857 0.000732
CA E8 14 E3 C4 26 0C 06 E8 0E 0.218750 0.209473 0.009277
21 25 CF E9 0B 36 D2 1D F3 31 0.765625 0.760742 0.004883
02 2C 30 E1 37 3C DF 1C 2A 2E 0.718750 0.729004 0.010254
CC E0 0D D3 17 23 C0 E7 C8 B4 -1.375000 -1.368896 0.006104
32 E5 3E F3 1B 32 3D FD 11 46 1.187500 1.198486 0.010986
FE 2C D0 27 FF 16 E5 DC FF 0D 0.203125 0.194824 0.008301
18 E4 3F 2E 26 CD D0 E0 D5 BA -1.187500 -1.198242 0.010742
EB C4 0A 31 3A 1A 39 C6 09 BE -1.062500 -1.092285 0.029785
1C E2 DD FA 36 EA C0 31 D7 17 0.359375 0.364746 0.005371
3C 39 2B 31 D3 3D 2E 1D D3 13 0.296875 0.316406 0.019531
F5 C1 FE 29 22 F9 2E 05 38 3B 0.921875 0.918945 0.002930
3B 3C 1B 03 05 3D EC FA 0C 40 1.000000 1.016846 0.016846
EB D1 32 D4 F8 1C C0 2D 20 BF -1.031250 -1.044922 0.013672
CF CA F7 DB F9 D5 04 F5 E0 0E 0.218750 0.241211 0.022461
DE F1 3B C1 07 38 F6 C3 C4 E6 -0.406250 -0.406494 0.000244
22 24 EC 08 DD 27 13 C6 08 FE -0.031250 -0.028809 0.002441
F8 E5 2E CB 3E F9 C2 32 C5 9D -2.375000 -2.340088 0.034912
C2 D9 0A C1 DA C5 E6 D7 E4 48 1.250000 1.266602 0.016602
1D 2B D3 D3 29 D4 F7 24 0D EF -0.265625 -0.265137 0.000488
3C E8 FE 26 C0 2E 34 E3 D3 9E -2.250000 -2.204590 0.045410
2E 08 CA 11 F6 37 C1 37 E4 28 0.625000 0.616455 0.008545
3A 1B 35 39 14 F9 31 FF 2B 51 1.531250 1.529053 0.002197
28 D8 23 3E E6 31 FB C9 D5 9E -2.250000 -2.279541 0.029541
DC 2A 35 CE 27 D2 29 EF D2 CD -0.796875 -0.795166 0.001709
0E EE 33 19 C4 0F 20 DF 01 FD -0.046875 -0.058350 0.011475
25 27 27 39 2E 02 34 16 1B 56 1.687500 1.657715 0.029785
03 39 D0 C7 3A 16 C3 0A F8 34 0.812500 0.799316 0.013184
0A 1F FB 32 15 16 DA C7 21 05 0.078125 0.083984 0.005859
1A 2B 36 DF D6 E0 DB E6 29 F0 -0.250000 -0.240234 0.009766
18 2F D3 F0 CB D3 FA 32 2E F1 -0.234375 -0.237549 0.003174
ED E8 2B 02 E5 27 EA 30 32 1E 0.468750 0.470459 0.001709
E6 C9 05 0A E3 03 36 16 E0 F0 -0.250000 -0.236572 0.013428
2C C8 F9 26 0D 2E 37 CF 23 E1 -0.484375 -0.490967 0.006592
F0 F8 0F 13 DE E8 F6 29 DE F3 -0.203125 -0.197998 0.005127
E1 1A DE DB 0D 21 06 FA E2 E9 -0.359375 -0.353271 0.006104
D6 3B CA 13 CB DF 2E 27 2A 14 0.312500 0.298828 0.013672
DC 27 F6 37 D1 15 DC 18 FA 3C 0.937500 0.929443 0.008057
11 DC E0 DC D2 3B CB 1A E2 C0 -1.000000 -0.992676 0.007324
3C 1A 0B 09 2D CD C2 1F 1D 2B 0.671875 0.690186 0.018311
D9 05 E7 ED 21 0D C2 35 E2 D7 -0.640625 -0.634521 0.006104
CD 26 33 26 1A 0D CD 0D 1E F0 -0.250000 -0.248779 0.001221
E5 0F EC 29 1A 2B E8 D4 F9 E4 -0.437500 -0.446533 0.009033
37 08 1D DB C1 C2 D5 FB 14 C6 -0.906250 -0.913818 0.007568
DB 14 31 CE 16 C3 C4 39 0E A9 -1.718750 -1.691406 0.027344
0D 3D 2B D4 39 11 D4 2B C6 B3 -1.406250 -1.395996 0.010254
C1 14 D7 1A 27 CE 0A 3C 0C E8 -0.375000 -0.375732 0.000732
DB 28 DE 0A 0D 32 C8 CA C4 F1 -0.234375 -0.233643 0.000732
F4 CB 1F F2 C7 EF D8 FB 39 40 1.000000 0.991943 0.008057
0B F2 17 C4 27 0F F3 F7 D2 D9 -0.609375 -0.606445 0.002930
D3 10 F5 CB E2 EB D0 E7 07 34 0.812500 0.809326 0.003174
F2 D4 D5 34 D5 C4 06 D7 EC F9 -0.109375 -0.104492 0.004883
F3 16 D7 11 15 2C 14 32 01 0C 0.187500 0.192627 0.005127
40 1D 2B 1E 20 0C E3 39 25 49 1.281250 1.276123 0.005127
C6 C3 27 C6 F3 2D 35 DA D8 FB -0.078125 -0.068359 0.009766
38 C7 C1 D5 22 0A 40 E0 1B 07 0.109375 0.099121 0.010254
2B DA EE CF EF F4 F7 CC 1C 42 1.062500 1.031982 0.030518
FB 3C FE 1A 26 FB 27 DF 18 02 0.031250 0.026855 0.004395
20 09 1F FF ED 15 C5 EF 31 0E 0.218750 0.220947 0.002197
19 E9 EC C3 E9 17 1D 35 27 DB -0.578125 -0.591064 0.012939
14 FE D9 2E 29 1D 35 F9 2F 16 0.343750 0.337158 0.006592
09 FB CF 24 3F 3A 06 2A 17 2E 0.718750 0.724365 0.005615
2A D3 3A 28 03 1D FF 33 C9 D6 -0.656250 -0.663330 0.007080
F7 D7 C9 37 35 3C 12 3D D5 CD -0.796875 -0.811523 0.014648
D6 D6 DC E1 F9 EA F9 07 29 3D 0.953125 0.946533 0.006592
DD 01 38 1F CA C8 C6 C6 CD AD -1.593750 -1.581055 0.012695
37 3F 0B 0B 24 28 F7 2D EA 36 0.843750 0.851562 0.007812
15 EF C9 E4 FE 2B C1 C1 13 4C 1.375000 1.384766 0.009766
17 E8 18 15 36 EE F8 30 17 3E 0.968750 0.967285 0.001465
3A 33 05 E3 32 F9 0D E6 F0 24 0.562500 0.570801 0.008301
18 0C 06 E8 ED 3A 22 F4 C3 CE -0.781250 -0.774414 0.006836
F8 EC 39 D8 C6 38 3A DA 40 60 2.000000 2.018066 0.018066
3E 12 3F 35 37 08 CA DF 07 EE -0.281250 -0.280518 0.000732
34 F6 CB FA 2A D5 DB EA 2C 5B 1.843750 1.836670 0.007080
D1 D9 F9 35 ED DA 3E FF 1A 37 0.859375 0.867188 0.007812
CD 16 C9 2C D9 1F CA DB D7 16 0.343750 0.339111 0.004639
2A D9 ED F4 3E DD 3B 3C F6 17 0.359375 0.363281 0.003906
17 C4 CF DE CA 07 3D 10 31 E1 -0.484375 -0.502686 0.018311
28 19 FF 3D E4 DD E0 2E F0 FD -0.046875 -0.044189 0.002686
20 3A 40 D8 C8 CC 08 2E 40 E0 -0.500000 -0.498047 0.001953
40 2B 25 35 11 32 2A FD 3B 60 2.000000 2.052979 0.052979
E7 ED C6 D9 C5 0D F4 2A 29 2D 0.703125 0.710449 0.007324
C9 07 F9 3D 0E 38 21 F9 33 22 0.531250 0.543945 0.012695
3C D7 F0 D6 DF FA 27 23 FA BF -1.031250 -1.028320 0.002930
FF DE 26 30 C0 CA F6 1B C3 EF -0.265625 -0.265625 0.000000
29 33 FD F5 36 32 D2 30 F2 38 0.875000 0.849121 0.025879
E2 C8 09 D6 C6 14 F2 3F 07 E5 -0.421875 -0.416016 0.005859
C9 38 DC F1 DE 14 03 EA E3 15 0.328125 0.331055 0.002930
D1 01 EB 39 C1 FF EE F6 F2 1C 0.437500 0.457031 0.019531
3B FC FF D9 F7 39 3A F5 38 32 0.781250 0.780273 0.000977
CA C3 D0 C3 34 3B FD 28 F8 9E -2.250000 -2.249756 0.000244
11 1E 10 DB 38 3E DC DB 37 58 1.750000 1.739502 0.010498
02 38 11 D3 D1 C3 21 30 E2 A9 -1.718750 -1.716064 0.002686
1F F5 02 23 CE F8 04 CB 1A E7 -0.390625 -0.401611 0.010986
FC 09 D9 FF 21 25 C7 2F DE 03 0.046875 0.049072 0.002197
F9 03 1E 0F D4 D5 07 D1 0A 05 0.078125 0.079102 0.000977
3E C0 FB 0D E1 3E 19 11 19 BE -1.062500 -1.023926 0.038574
28 E6 D3 0D 3D 21 10 E5 D6 DF -0.515625 -0.531494 0.015869
CA FB 12 D9 38 E9 FD D6 CF BE -1.062500 -1.089111 0.026611
3D CE 10 07 CE 39 1A FF 34 DC -0.562500 -0.528076 0.034424
CE 1C 3D 2B 01 C2 3E FA D6 F1 -0.234375 -0.231934 0.002441
E1 DF 04 F1 01 0A FF 15 21 15 0.328125 0.349609 0.021484
20 F5 ED 3D 1E FB F8 CE E8 CA -0.843750 -0.834717 0.009033
F8 FF 0C 3A 3B F4 E4 2C C2 DF -0.515625 -0.540039 0.024414
EF C0 01 EA 0A C3 DC 10 C5 F8 -0.125000 -0.104980 0.020020
03 FC 31 C3 1F 1D C3 1B 2C E4 -0.437500 -0.449951 0.012451
16 1B 39 20 FB 1E 0F FC F1 07 0.109375 0.114014 0.004639
35 E2 18 2F 0D FF E8 19 EA FF -0.015625 -0.021973 0.006348
C2 10 C6 D6 D5 1E 2B E9 F6 10 0.250000 0.238770 0.011230
D6 EB 22 3E 11 FF 2F FD 1D 29 0.640625 0.628662 0.011963
C7 29 21 0A E7 EC CB EC FB E6 -0.406250 -0.406250 0.000000
2C F3 0D FF E1 34 FC 21 33 11 0.265625 0.278076 0.012451
02 DF 23 ED 1C 29 15 F8 C2 BE -1.062500 -1.068848 0.006348
3C 2C 32 1B 3E 29 13 C7 39 61 2.125000 2.095459 0.029541
21 02 02 08 21 33 F9 08 39 46 1.187500 1.193604 0.006104
07 3B E6 D8 1B 31 E3 02 23 4F 1.468750 1.463379 0.005371
0C E9 CC EB 03 26 D5 36 20 24 0.562500 0.564453 0.001953
20 CC 22 D9 07 1C EF E1 E8 DF -0.515625 -0.521729 0.006104
F9 3C F7 02 FF FB 2C FE 11 06 0.093750 0.096436 0.002686
0B 33 2F FF FD 0C CF CE 2B 11 0.265625 0.263184 0.002441
11 2A EF 3F 2B C6 E1 3C C7 F0 -0.250000 -0.255371 0.005371
01 31 2B 3F CB C1 F6 08 1B EB -0.328125 -0.326660 0.001465
2F EC 1C D5 CD E0 1F E6 D6 DA -0.593750 -0.600342 0.006592
E2 19 1C E8 CB 1A 24 D5 3F 60 2.000000 2.029297 0.029297
23 07 3E D8 33 2E 2C D5 01 54 1.625000 1.615967 0.009033
11 28 E8 EE D9 CB 39 F4 32 F5 -0.171875 -0.179443 0.007568
26 C1 F9 15 CF 25 0A D8 26 D8 -0.625000 -0.652100 0.027100
0F 31 D8 3F 30 0E 1C 23 EF 15 0.328125 0.342529 0.014404
1E 15 D8 D9 15 EC D4 01 C1 DF -0.515625 -0.512939 0.002686
DD 28 40 D7 EC EB F0 37 FF CA -0.843750 -0.850342 0.006592
F6 10 03 FC F5 10 CD 37 31 32 0.781250 0.763916 0.017334
09 C0 33 08 FB 3F F6 D6 23 D7 -0.640625 -0.655029 0.014404
19 CB 23 3B 26 21 1C C3 C5 A8 -1.750000 -1.756348 0.006348
18 D7 17 23 2A E5 D3 F1 0A 13 0.296875 0.291748 0.005127
32 01 C7 17 0C C7 09 16 10 18 0.375000 0.380859 0.005859
CD 39 1A 3A 31 E9 DA D5 CB 9B -2.625000 -2.608398 0.016602
E2 E5 3F E9 23 F8 C3 14 C1 9E -2.250000 -2.238525 0.011475
F1 16 DE E3 25 39 FF 07 07 10 0.250000 0.238770 0.011230
21 E5 2B DE 05 FF 31 FF 16 3C 0.937500 0.913330 0.024170
39 29 0F 3A 16 0E 0C 3E D2 2A 0.656250 0.649414 0.006836
E4 3F 2D 2A DE 2B 05 28 25 5E 1.937500 1.937012 0.000488
FC 17 35 C7 28 3C 11 0E 1B 31 0.765625 0.744873 0.020752
C8 3F C8 3C F9 E4 08 F7 E6 C1 -0.984375 -0.982422 0.001953
FD 0B 18 40 20 E6 17 3A 30 57 1.718750 1.697754 0.020996
3B D9 0A DD 18 C2 11 F3 20 53 1.593750 1.588623 0.005127
37 EC 3B 2C 2C C3 E0 38 DB 1B 0.421875 0.451172 0.029297
E7 0D FD 28 3E FF 18 03 DD C5 -0.921875 -0.916748 0.005127
F0 1F D1 23 16 EB DC C3 DB C4 -0.937500 -0.931152 0.006348
C2 F0 D3 F2 EE 14 FF D0 26 3D 0.953125 0.963135 0.010010
0A C2 3F DB 16 0D 16 19 F7 F5 -0.171875 -0.171143 0.000732
27 1D F4 34 D1 E3 F6 DE E7 B2 -1.437500 -1.445801 0.008301
2D 2D 36 E0 D2 05 D4 FB F5 BB -1.156250 -1.163330 0.007080
D1 E9 E9 FA 1F 0D D0 F1 3B 31 0.765625 0.784668 0.019043
D8 1C D9 34 C3 26 E9 EC 13 44 1.125000 1.117432 0.007568
27 06 E0 F8 38 FD C2 27 D3 0E 0.218750 0.233887 0.015137
25 2B 18 F5 3D 2A 26 21 17 50 1.500000 1.485352 0.014648
3F 38 F4 F3 E3 DC 17 22 29 E1 -0.484375 -0.472900 0.011475
CC EC C7 32 F2 30 EE 3D FC 38 0.875000 0.875977 0.000977
FC 1D D6 40 05 20 1A C7 21 E4 -0.437500 -0.419922 0.017578
3B 0A F0 E2 C3 0B E4 23 2D EE -0.281250 -0.295654 0.014404
D4 26 C6 3D C9 E5 F0 C6 EF DC -0.562500 -0.562500 0.000000
39 3A E0 3A 2D 01 D1 1E 3B 63 2.375000 2.354248 0.020752
0A D4 34 07 14 D2 35 1B 15 52 1.562500 1.590088 0.027588
30 EE DB C3 CE D7 21 CC E2 E7 -0.390625 -0.398193 0.007568
29 28 3C F8 01 0A D4 E8 DF C0 -1.000000 -1.005615 0.005615
14 3D 15 03 DE 2F 1C 14 F4 20 0.500000 0.504639 0.004639
D9 E4 EA 29 DC E0 D8 11 27 52 1.562500 1.555908 0.006592
3A F8 23 F6 EF ED CB F7 D8 B8 -1.250000 -1.259521 0.009521
D0 F2 03 12 25 FF D4 FB 2D 0F 0.234375 0.218750 0.015625
ED FD C1 D3 34 39 CA 0E 23 3C 0.937500 0.940674 0.003174
14 C8 3B 28 36 EC 1C EA 1A 44 1.125000 1.131836 0.006836
37 FC ED 1A D7 CE 01 E0 C9 AE -1.562500 -1.568848 0.006348
3A 27 22 D3 2B F3 C2 01 36 33 0.796875 0.803223 0.006348
2E F2 FD FA CF F6 26 E7 D5 BA -1.187500 -1.179199 0.008301
11 14 DE 1B 21 10 CF 31 12 48 1.250000 1.226074 0.023926
31 F5 38 E9 D3 CE CA 3E 2B CF -0.765625 -0.818604 0.052979
FA D1 FD 26 FD CC ED EC 25 40 1.000000 1.007568 0.007568
CF FF 2E 33 20 29 FB E8 08 D8 -0.625000 -0.622803 0.002197
16 C6 0F 2B 2E 15 C8 FC 2A 17 0.359375 0.358887 0.000488
E7 10 EF C8 3E FF 06 06 32 12 0.281250 0.291992 0.010742
D3 05 EA 0C FF E8 D1 F9 02 10 0.250000 0.244873 0.005127
D2 DE D3 05 EE 38 1B 0D 30 0D 0.203125 0.206543 0.003418
E2 D2 23 E3 DA 37 EF D7 03 F7 -0.140625 -0.147461 0.006836
C8 F6 08 EC F1 DB 24 EB 24 41 1.031250 1.030762 0.000488
DD C4 25 DE 3A 25 3D 31 F3 BC -1.125000 -1.096436 0.028564
D7 C0 03 FA F3 E9 E1 1E 1B 36 0.843750 0.844727 0.000977
E2 FF C6 FC E9 0D 31 CC EA CB -0.828125 -0.821533 0.006592
30 09 29 34 38 F6 F1 D8 0D 0C 0.187500 0.179443 0.008057
C6 D7 29 23 D2 DD FD C9 25 42 1.062500 1.079834 0.017334
E3 E0 F1 FD C7 FF D5 C4 D5 FD -0.046875 -0.059082 0.012207
F3 F4 17 DD 05 14 E0 39 DD B6 -1.312500 -1.288086 0.024414
3B 20 F3 FE 2E 11 CC D5 CE 0C 0.187500 0.200195 0.012695
1E 08 27 3A 22 25 CA F0 EE D4 -0.687500 -0.700684 0.013184
EE E0 25 01 27 32 13 0D F0 D8 -0.625000 -0.637207 0.012207
DF 11 D3 C1 CB 23 01 FF FE 22 0.531250 0.545410 0.014160
0A F3 29 2F 12 C9 0B C8 E9 D5 -0.671875 -0.673340 0.001465
26 DE 2D E0 06 2E E9 17 D3 B2 -1.437500 -1.461670 0.024170
DB FC C8 2B 3F 03 35 D2 05 AA -1.687500 -1.701416 0.013916
25 23 ED 1D 02 E1 0C 2C 16 16 0.343750 0.352783 0.009033
F4 07 E6 EF D3 C2 1D C7 D0 D4 -0.687500 -0.671631 0.015869
EB 3B 17 0F F5 26 DD 3F 2A 4A 1.312500 1.294189 0.018311
CF 0A FF F3 F1 07 D9 C1 F6 10 0.250000 0.249756 0.000244
0F F0 C9 21 CE ED FA 34 27 40 1.000000 1.000000 0.000000
