# widthSeld, typeSel, A0_8, A1_8, A2_8, A3_8, B0_8, B1_8, B2_8, B3_8, C0_8, A0_16, A1_16, A2_16, A3_16, B0_16, B1_16, B2_16, B3_16, C0_16, A0_32, A1_32, A2_32, A3_32, B0_32, B1_32, B2_32, B3_32, C0_32  
1 1 11 3B BF 27 44 5C 06 E3 13 E28F 35D5 2756 8BD7 CD4C 8310 3C17 5811 301A 0F606746 A22A1734 F22342E7 CA55B7BE 734ABC5A 9899E33E 18D8A85C 6F092E89 0CDEFBFF
0 2 4C C5 3C 70 21 20 01 F6 CF DBB1 9A69 BB2E FBF9 B9D8 BAFE 2328 92CB 56B9 835E7738 59BCBFDB 5AF7E676 91401C5E C76B88D3 67975141 F633D4E7 5DA36CB0 2DD969D9
1 1 AA 99 D3 EB 4E 60 E0 39 11 4784 98B7 4371 47A2 9979 D3DD A426 0019 B194 7443C574 9B695D33 F28CEAA8 CD7D6B9C 44554FCE 91458295 8C8B8BA1 DF9A45D2 361EC6C4
1 1 41 72 CC C6 CF F5 06 9F FC 66FA 7563 D859 F45F 0B37 300D 3298 FB8E 7060 A0674906 CDC9FF05 00BE46FC E67440C0 744079F5 29FC9EDD EBA90D3E 8CF18F31 A66483C3
1 2 A8 94 B0 88 AD C1 B2 18 18 5E43 B8A7 F408 DA5F 65CA CDE2 12CD AEF4 301B 77249099 5C058980 F06C4BFD CFB8FE27 C6F893FA F5BB71D7 CA71D7DB AA9ED6BD DA09C000
2 2 96 0C 08 43 A9 89 A5 50 C1 7634 E2E4 2BF5 B056 5DD7 0E9F 0D5D 1EB9 580A 0237324A 412800FC 05352C57 AAFA90C0 478C8186 307CB5BC 2C437EDE 880B2DC1 18091CBC
0 1 8B B8 57 97 22 93 B9 03 9B 8D3C A6FA D07F 5E31 D067 3C16 2EA4 76C5 7BA2 A69C5943 1FAC5A54 256F9A1F FCD1F0F9 5F7D0AC5 8ED2FE2E E5B5249B 902DA2EB 033739BA
1 1 86 D1 C4 B4 C8 99 9A 33 93 9D8C AD34 62E7 E2AD A88E 4CC9 6ECF 18DA 4E81 1DF785BE C7D98843 920E546C F854642D 45874D52 B95B06B6 B75469C4 C3AE9925 3CD3E812
0 0 51 26 6D DB 22 89 73 54 F5 AD2D 690F 92F8 0534 1909 B574 662C 374C BB86 F58477A5 71CF261F 3FB007B4 D19CE812 32D198A7 63D3C812 B7980DDC E7E6051C EF671B90
0 1 EF AD 3C F6 C7 9A 93 13 C3 2165 403D EA18 EA9A 3ECB 62E2 0CA3 9637 9A57 64778DC6 C7747135 450C9487 1242F083 73C1D481 2B0E3561 67CAF66C 67837090 7FA24555
2 0 CB 0B D0 13 32 E9 14 B4 63 C3C9 5C0E 66DF 2A91 22DF D8E7 E1C9 4A54 0131 BFD9F368 DA9CFBA6 D8BCEE65 18825E2D 734BF1DD 62B204DC CF4581C8 DD21F430 C3753603
1 1 29 7A 7B F9 FF C3 BC AD 8D C52F 119A 5B16 84EA 9353 31F8 99D1 6040 66E7 72302A84 625ADA7C C0487FDB CFF434F0 4F2AD1BF BA69C841 32930B81 CD6AA168 24EBA654
2 2 1F 68 B7 7F C9 4C 2C E6 6D 0C37 56B5 2BE0 4669 723C B2C1 620E F18E DCF3 7A4DE110 E39C4699 3359CB5E B3F897BD CF03BEB5 62BD32FF D069815A 3700981D A6B85A56
0 2 0C 1E A2 70 27 0D 02 30 CC B184 D130 4335 18E7 2157 83BD C895 0A57 0BB6 B02CA50C 016E09A7 02A68290 DF9965EC CD87AADE BC26801E 67DC3654 121E1EDA A0DF0184
0 1 3F F4 F7 88 A0 7F 8A BA 50 680A 652E D62E 19A7 80C7 FC4D 5582 F51D EA05 429F1420 95E8AC20 694B4148 8E03191E ECB6A045 7271CB3E 9FA20B71 462EF1FB 7938DC59
0 0 46 7A 6E 09 1B E6 D9 DE 52 0D0D 9CA0 4564 BE23 838D B7FB 43BB 1A99 428E A90AA6EE 4D412E73 2986E698 111960D7 4927FCC0 56EA4A72 5B2B3A35 70421C45 2EE4781D
2 0 DB 1B 48 09 F5 BF 5D 28 3F A9DA 174F 84AD C2B0 6E9F CA58 C47D 0A4C D455 CB517A51 8192AF41 CD42EF2B 83D7D9B8 34645F2C 8923170C BA999DAD BA769361 7C018E08
2 1 74 B3 0D A1 03 05 C8 27 C3 DB76 1FC4 8084 8C54 64E2 0F96 54C6 F4E3 7717 E454D4F1 D7B57715 74DF842B 43D101CE AD7E8F51 F2315409 8D582C83 01FE4D5A 17CCA127
1 0 FC 03 69 77 F2 26 45 0A 84 061C 918C 8C0F 7AE9 A939 3805 6724 A4B1 9990 7414E443 52520D1A E73E56E0 48FEE105 2203904A 7D841AD4 8610A482 A9C35736 890A6B97
2 1 43 9F E7 78 B9 34 E9 B6 34 F9CE DF4C DB02 B3FC 0431 9833 A187 19B2 9A38 C4EF9853 8E0880C8 EC5CDA4C AD0EDEB3 118B1927 874E9501 1F98E56D 5C6508D4 96DEEFF7
0 1 17 93 06 11 86 3C BD B6 8E 50B4 A094 FA91 5A1A BE54 0473 A30B 02E5 3B07 F8FA5FB3 DE14E2C2 88ED39BB 4FC38612 42AF0CA2 033F9600 5CC3B17A 0C6ABC09 EADA6772
2 0 5E 97 BD 1C 85 D2 CF EB E2 78F4 A9E4 F7D9 DC1B 3424 A855 C857 DCDD 9BA3 DD085185 2268F12B 40D05C75 4CD0DFA1 BF33DBB4 72A7E294 70588115 874789F7 E0E1DC32
1 2 1E 52 DC 1A 2C C2 E2 84 7D DA2B 7344 51A0 35A0 7444 5CD7 74EC F28A E973 480065EA 73708974 5DE3F851 BBBCD45B DD0504E9 A2F944ED C9D67C08 5040E6B7 4F8F5153
0 2 F8 63 3A 02 54 F2 29 73 4E 7E9B 3C69 A299 D7EE 00B2 F08B 22B0 885D AC0A 1BBEC186 73BCC859 4700F25D F1DA0356 D50B187B 8B3C3603 219C5533 E1334CFA F68B44ED
2 1 C2 18 D1 9B 17 17 84 3C AB 36F4 1F69 6724 9DD2 0576 BA70 749B 7252 5AD9 9F56EC23 3B466319 85F69F6C 5725E586 5E8075ED 483FF858 D0A20F65 38A7B2FA B23CADE5
2 2 67 33 A2 F3 A5 E1 9C FA 90 46EE 49A0 930A 24B2 F591 20CE 9016 40D0 328B 08DA7D93 AC0BBEEB BD16B311 67437D36 77B680BC 93B6B266 4A0F4A22 75B883BB D038DE93
2 0 A8 65 A7 4D 81 0F 10 2B 52 E6D1 FCA4 80A6 98E8 2897 F24D DA7B 46D8 A019 BF559ED7 8E12F63C 15E5D2A7 9038FE20 471D7245 AABE933D 6DD748FA 1B85791D 8BE311DE
1 1 DB 4E 54 F6 87 00 D8 F0 C3 5419 C257 6598 12D9 4FEC 4B15 158D 1B92 1E8E C6AAAB67 5F06988E 89FF84F2 C8215653 8D5EBA0F 1BFD9263 D2EB282D 168F29D6 2FB71B4C
0 0 CE 8E 69 5D 16 3A 2C D6 5F 2BE4 5A9F FF19 A817 88A6 C506 9509 E63F 3F88 E7000AAB 1F04EB03 A32F4DFE B5B7A218 439FC664 6D94A0B2 A6B64BEF 0E38A3FC 6632638E
0 0 04 F8 8C D6 25 66 57 78 C8 B200 16AB AF05 89FB 4504 55E4 A307 878D C13A 267A0C97 524D1B23 6156BC17 2A31E506 CCD80327 68710550 F1F23E33 7BF8EA9E 1AC39D80
2 0 66 BF 39 F6 92 1A B7 5F A1 03B7 79D3 DD36 C936 05A8 69EC 8F03 835E 7DBC 8F098009 5EDDE1B1 9B267D68 E5929765 1468FE59 305F73D7 4FCD1C9B 117EE224 98C8C50E
1 1 0B 16 C2 D6 F4 34 03 E2 26 CC5F AB23 3F8D 78F9 5CB7 31D8 ED59 3199 21D8 49D82BEC 26EDA7C7 5F6778CD 360C6BD0 8DFF15A9 4D36926D 8BEE2DF3 2AD0E3A7 60977060
0 1 01 39 68 EB 15 E3 37 6B B6 6DAB 1CC5 BF2F C5FE 7A96 7B3A D4CE 5BAC ECC8 001B33A4 7889FC51 EA8547D4 01D70690 3D83D98C EE7FEC3C 42D73D03 B9450BC5 0DC60BCF
2 0 0A CF D5 5F FD FF 09 51 FF 1008 EF73 079A 736C B8C7 1841 20E6 BDD3 847B FE818AF0 346030A0 2723CE71 C53549B6 5B15B414 EFB85F84 DFB6E741 3D6D47E1 91EA0E8E
1 1 EB B7 BE 92 54 70 95 DA 81 80B9 4886 E3D2 1BA9 9501 8D5E 1FBF F28E 28F2 40D3DDBF E8260554 6AE9E1CA 877B4C1D 8A956343 8D175591 6B2FE69B 1E38992E ACC84C0D
0 2 79 8F 29 6B 13 63 C6 2F 02 0E27 C1F5 51AA 00A2 EE76 0B39 B6F9 5C3A FEC6 EA42FB53 7F820D3C 01D9C8E2 333DA46C 0B01A3D8 2FF6C369 14CE3211 FCEE8212 0C63C18A
0 2 D2 5E 87 96 BC F9 6D 13 B3 1EB9 E1B9 9B54 0740 0AFF B0F9 D4D6 4079 7452 CE98F3E2 03D34DA8 824C48BA 770F0464 2C2751EB DFF1C9B8 44A19865 D32A524E 144E8D0B
1 2 C9 CF D8 80 69 6C 12 A9 F5 9A1A AB79 9FAB 5FA4 57A5 1395 A343 A2CA 9D51 677B9461 42BC9904 925560FE 78A73A2A E3DF9050 751698D8 ACAB7CDC 5503BCC8 0F8085B3
0 0 DB 65 AD 65 DF D8 DA CB A2 253B 0D78 159E 54B0 135C 1C41 638F 278C BFA8 C51B486A 1D7C7748 6896D2E7 374224F6 95DD1AF6 8D8C1EB1 74C7A5A2 8DF8E305 9DBDEB30
2 2 FD 01 3A 4F AC DA 38 D0 8A 2CAE E8EA 12AE B028 7EC2 B3AE 3143 D783 8560 3A8E0E1A 41E6BF7C 4D68C6E4 5162B4EC 97A32DAB AFEDC356 559267F4 DFF300F8 99A319CC
1 2 92 D4 6F EC 61 FF 7C 89 14 1397 5B91 A92A C7F1 DE3A BC19 0091 159A 0F95 E54EC456 C449D81E 414496B0 D407D181 B60D09D0 DA3B844B F75AF34C 7CBFA027 88B90BD7
2 1 C6 36 96 A5 B4 0D 59 8C DE B9D9 8065 2D5B F5BF C749 B6C5 44F1 109F C482 FF1AC7EA DD543F92 F85E0C03 3E302FE2 5B583379 2752E2F7 68CF332C 767021A3 C8220878
2 1 D2 E3 F2 4A 7E 26 D3 A2 32 39E1 6632 2544 87CC ED0E 6632 1765 3F3F 9B66 66AE6D17 3B42A021 5548C859 1365A310 1DE4B16D 7CE0BE97 075E2CD1 FB0602D0 FB83A8B1
1 1 D0 4A 7E 0D BD 38 99 EF D6 9328 452B D0D1 CD25 9980 AE0C 65BE 72C8 71CC 6715FB41 D482A434 AB869DC3 09329DF9 8F7EA8A4 8AF251F5 83381192 CD71BC5E 2D23C05D
1 2 CF 13 D6 54 A3 79 BC 47 62 D23A 0C60 6A28 A94F 0203 59A1 6FB3 EBA9 ABC9 E03D66EC B6047735 6E54E4DD 15D12540 2F9209E0 C37621E8 5449DE01 70D34814 7033515F
0 2 E5 26 E0 27 5C 58 7C 54 17 C093 A7CA B5FA 859E EB57 B62B BD6F FF18 9A35 E81E5233 151D9805 EC0D94BA 6E8840B4 4F44320C 6FED97AE 343929AC AF0B3BD9 324981D2
1 2 7D 83 7E 10 39 A4 A6 22 6C E752 EF57 ACB4 A82A 7F56 9717 34E4 1A14 A0AA 91AC11C8 0B491021 E2F34B2F 03EAA7A8 BCAC3E7D F8B47EF4 AD8091D6 ACDDD343 8036E297
1 1 1D 2E F9 30 E5 A8 6E 0F F4 A365 F187 1EE8 BB57 99E3 B870 491A 4D4B A71E 6BC2937C 09545668 67F278AF B0031259 50D275AA C0850D1E 5BCCFE81 AAF20E98 4AE9CD99
2 1 94 8A D3 DD 8E 61 3F 33 B2 C4FB F928 1B82 633B 4FE9 E4C0 B6CA EEC6 6F12 9EA5C9D1 2BE5C11D E5753CC7 DE2593C1 19339D2A 9E93D13F B0D7E826 433E3A5F 51660D09
1 0 DD 22 B6 19 A4 DF 5E C0 A3 03A7 4462 738D 354A 4F0D 69FF B51E 90B4 F38F D9083873 7032F033 C24587D8 CE8E5855 C1EE4B23 3B72A1BD 89A763B0 809656DD DECAEE33
2 2 29 38 37 97 8F DE 77 D4 D5 70ED EC2B 13C7 AFBE 6341 B27F 42FD 83D1 0159 6CD879BF 39D94CE3 30A3D872 52351ED0 31BD6A07 C121B9E8 E1D4F044 895971F6 D36A1178
1 1 C8 6E A2 9B 41 4F 3A 63 53 A485 C1AC 620E E43F 61DE 7819 F1A3 210E 7F8E B44E3941 63CFCED3 F3684B23 DCEA21E7 F457687B 043D097E 2812D5D4 E1DB4705 A8A62163
0 0 C8 EE 44 FE 72 8E 28 EE F4 F360 EC61 7559 001E FE3F F0B7 286C E928 5478 E1D49830 27C3AB8F A6B9E159 F5A5D446 66B46B2B 107FEC05 B573A8E0 5B9A2B6B 0DCB8768
1 2 ED 41 22 BD 0C 91 48 FB BA 7835 31C2 631B 80D9 69A3 43D7 5F89 D391 61D3 1AB95622 DDB72F97 A82C3113 F0C96602 956E255E 88474A9A 49C7E082 FC451254 384C6F0B
0 0 4D AD 86 09 65 60 97 0B E4 A0EB C04B F1E7 28A4 BB17 13F6 162A 52BE DD78 922F6E76 920FF069 32630B94 F409BAC0 7A23BAE5 77ED88FF 9B42E346 F5515293 E792D2F5
2 2 E1 46 98 6D 55 E2 A2 81 C6 AB44 C12E 2093 41D4 810F 9ADC E3A9 1FA9 3BBE 6CB5B357 3B4D2ECF 8F04DCD1 A96A3C1A 40CD4B28 08886B6D 1EAE2E82 526C1BDD EC85B285
2 1 BE 89 33 5B D8 D4 AA 1D DF E46E 5D95 BC7E E875 2F8C B594 3127 38DA CBD6 B28DF67D 88074525 1640931E B2E9198F 940BD7CA B1742AC8 B37910C3 7745469F E15917B8
1 1 D4 E8 DD F3 D7 44 12 F8 0C 9056 836E E8BE 6AD9 823E C2A1 02E0 F245 725D FFF72B8F E18B781A 3B3E188B 17249662 1B7EC1FE BF24307E 8470A41B EF97B0A0 6D3C27AC
0 2 C3 22 FB 0F C5 4C AC D4 F2 0B57 72B2 43AB 97C6 1BF5 F831 A9D1 B611 BAD4 D51A7D19 2ED81118 4AABE4C7 D4B0907C 3D4D2976 3CC603AD FE4B2387 E901753E 26DA0E92
2 0 81 9F 72 48 10 F6 00 4B 17 A118 76ED CD86 9B5D C8E3 A4A4 03B0 3FBF BA8B 1AC53449 C8A52394 7FA0A316 27915E31 E1B6FAEB 0AB966E3 A06A6940 A7FC806D F53AC22D
2 2 06 CD 64 7C 66 63 67 9C 12 7FE3 4739 5D0E 219F BE97 EAE2 73C5 F9D3 F2B1 2B5D9180 C1A117C1 18E41081 801BCC9E 480E05DC 9942CB2D DB9B8C6A D9B6738B 920F0D02
1 2 6E 28 2E 4A 1A 89 8C FA 63 9B95 C958 5371 08CA C70E 7E2B 3022 BDC3 8439 0F20DEAD 71A6A221 D3A781D0 B61D1661 2CC4FD95 94CFD7C1 BADB6CED BF53931A FE9E0ED8
1 0 41 21 3A F4 89 73 FF 02 C2 B3AF FF64 2CEE 4CAE BDAA E163 D9FC 4B3A 6AF9 E67C13FE 194721E2 BBA47EB0 4DD28E2C 48742814 BD5EB8F5 F4B5DD97 21F66732 515CE5E1
0 0 BB 27 AC 22 6E 24 A7 AE 3D 4017 00BC 8B8F D55D 6A8D 1B03 21E9 146C 7ACA 0DB133EB EF8A813F 9CA02582 8EC2C8D0 09121B0A CB622B6A 99AFEE97 E8029B46 0F057307
2 1 66 4B 49 21 8C E6 90 54 6C 3ACD 9E03 4764 3703 6134 6EE5 6582 336F D99A D6CFE871 44943833 815A7D81 20C380C5 9386A2A9 496F107B 074EB23D 34391FEC 3B769C48
0 1 9A D8 AB FE 83 A7 C3 C4 E1 1BE7 ED07 ACAB 8A86 6395 8134 BF46 D805 DCF4 15F2FFC7 7E7B7C2A 42B6EE8A F48FC0AD A77791AA C73AAFFD B742320A BDA7D3A3 986BD5D0
0 2 85 12 E7 2F 67 09 F5 A9 50 E65A F9D9 3F46 C434 0F7A DEF9 2CA8 68E1 64C0 B9C2187A 5CE12D95 10E4235E 7E321F0F D23765B6 A39099AC 40CE1D48 B11A9F57 09DA6CCB
2 2 22 EC 91 D5 F4 0B A4 12 70 DA44 8FC3 123D F833 02E2 764C ABEA B949 3EEB 77E98855 C9F04290 1829AF15 18371453 1C382F1B 2DA60EF7 359A24AB D2FC7D72 E62734AF
2 0 60 50 BB 2A DE 14 81 3F 4C 112A 1431 C0E5 DE30 EA6B 1AEC 0793 6C41 F447 083327F7 A5720DAD 0F02BF1C 688CFABF 187280F9 A08B7F60 B5AA27A0 70308216 507088FC
1 2 0E 07 26 55 62 27 69 A5 17 45F8 44FF 4F75 7C20 D658 B503 4FD3 64C2 0854 339EF400 1E8A15D0 D0A5D76F 48C604C4 6676D5E2 65AA259C 5707F49D 5E92406D 2FEC6C03
0 0 69 0D 81 68 AF 26 04 EB 02 DB8B 0612 C884 EAE0 EFC2 5AF3 0DA2 E0E4 74DA 01E81CC6 15BBAB18 6B1E58B3 999ED13E D383C3B0 C1D919C8 3B263395 814C3311 F106EC69
2 0 7C 8C 3D A1 75 5E C3 1E E0 3F91 0A71 3861 D00F 833C 4054 A569 7943 F31B 9CB9BC71 2EC3D839 5FE93E90 2079D80F 746B2E5A CC9D1BC0 AD0BF393 9A678CF1 9DA8A321
2 2 F1 A0 B5 35 AE 09 17 2A 38 275F 85EC 6262 3218 A453 77ED C5CD DFE4 4FCE 7355DF73 005517A7 D7826DA2 3C72690C E23BA780 072AC207 F75FE54B C004641C 281DB6A7
2 0 68 A8 E4 1B 0B 94 2D CA 35 A4E3 863B A569 4B43 2B38 7AB8 1C4C 6F66 3B3A 712AB0FA 1BA50AE3 CC7FEBFD FCAB07FE 31DDAF8A 4B889BD8 F1938192 768AE18D 14BD1612
1 1 60 4A D1 87 0A 3C 4F D4 3D ED3F 740B F8E3 6919 7607 F611 6316 F8BB 6920 FB136434 25D002FA 6BCE80C2 65BBFC3F 0D4D55BA 6F7514FD 890E0BAF F44A676F 01065F11
2 1 D0 2D A4 32 36 52 00 2E B0 ED21 64F0 6B9F C4A2 E524 B0B7 61AD 11BB 996E A7929734 B97BFB25 D043ABCF 3DC81DC3 A0EAE7FD E6F887D8 82528E10 C2CD754F 835B710D
1 2 DA A5 CB 76 1F 2B AF 60 7D CF7A B75C A487 A14A CB3A 344A 255B E7A3 CF35 BB33575C 16852344 D03CEB69 732C0724 2DFD3838 42FA7540 233C6995 94620E1F DAF6AD45
1 2 6F D6 C0 FE 19 32 65 39 93 C0BB F9CF A51E 9F22 F62C 4B2F 03AD 22F7 94F8 3B50CA26 D755C919 A73A5D98 A163F2B9 7DDA3CAA 71B8149D 1594EDD2 C0A3261F 6653A30E
2 1 69 1B 09 AF 13 B8 EE 2E A6 824F 8892 354D 990D F174 6692 BE22 6D0B 19F3 5726DEFC F62AFA64 404740C3 3B597D94 6AC7F2F0 F43CD31E A82C8787 8A241669 471A5037
1 2 78 64 47 6C 8A A4 B8 D8 32 534A 48AB DC65 455A 9751 D754 6776 9FA5 AAC1 CDC05D40 F1874B1D F9C7254C 8DB7255C D16FF33E C20B298D B2C78083 B0D33914 FEB1C69C
1 1 3F 1B D2 AB 62 39 D6 E0 AA 5863 ECD5 0390 0C8C 386C 5F24 CD5B 5FD4 1167 92DA9D04 D70D2DAE 68866D30 5042307C B622F0BA 7B52E4A3 876445ED 5A8A6778 93D910AE
0 1 4D 9C 83 DC 98 71 F6 A3 01 D737 3304 1210 5FB1 DBFC 4195 270F E48B 44ED 92B2ACA2 41610551 9BB858BE 37083E8E F4D6F767 CD2CF1FB CC2AFCE8 289BAD87 971FCE05
0 0 E2 B1 29 B0 CD C7 35 E0 96 0B55 AA96 D809 9887 7FF8 FDAE B07D 95CE 0AC2 47F9FF73 16AE20CF 622A49A7 6E0CDDC0 C7232E4B E1245EA6 FD9DE442 A0869C2B 95646064
0 2 D6 4A 68 12 50 34 99 34 DA DB0F 62FA F425 421F 7EB1 E949 98D1 8EAD BA08 C22897DF 35C2E5DE 4B896339 23846516 1F318514 B45FEEAF A269254B BD4075B5 56416EF1
2 0 C3 88 C1 F6 EA 3A AF 17 CD 50A7 7FDA 822A 3CA5 E920 8E5B 6649 1A7F F2E4 06A3F653 41FA2D69 8AB444B5 FD0F13CE EFAACF8F 9A813214 5A648E62 95A0724F 4B1731A9
2 1 84 74 59 50 4A E5 F5 57 C8 ECE1 8108 542E E8F8 56E4 DE77 3F50 93F8 FA31 B16D1B17 E4F58186 4BB18329 97FD691E 3D3C7945 931FA6C6 F3235FC1 52D76FCF E41B20B4
2 1 3F F1 E0 3C A7 C0 AE B5 8F 98EE B1EB 7C9A F7C8 53FC C75D DDE5 5D00 02AA A30FA32C 859E97E0 61CCCE3A 07F048D5 1D69C97F 72A6FB28 E8E71F67 338BD1EB 36E8E531
2 0 8F FC 84 C3 1E 9A 3A 53 0A 8AEE E8B8 716A C082 5C56 DF65 B4B8 8B84 CD89 3E156B59 E410CDED 8CF0B802 B175DA5D 8E433536 4D513CB4 12A3C475 6D60914A 89F9E257
1 0 FC 03 2D A9 23 37 E6 E5 B4 6AE4 1610 EE40 DCA1 307B A530 B0CC BA84 CAA2 EB92B584 30639169 F8EBDC04 7DDDF0FB 33C194EC B6623C69 D046B486 48C6E07E A934CEA7
1 2 BD 3A FB 07 17 7E 05 50 BF A6FD 43E8 5C77 BB84 5329 417A 615C BD94 DD0A 513D7625 498D8E03 A357C003 4C466899 C84BE159 608A52C4 A0103797 79CFD1AC A4C5DF76
1 0 4D 03 C6 6B 3F 31 77 1D 56 4154 86CD A0F0 0FDD 2093 C1B8 93DB 4168 F246 D63A6195 09392083 8FE96CBA 59726214 9094AC68 741253C3 F083965A 5F3396D1 E28A5EB1
2 1 A9 43 1D BF C8 99 18 4D 5B 51C5 D902 F19F D6A2 96F0 B9E7 FC5A BE63 8C0A 4C1E5B0C D11B76B5 B1A95FE1 58438704 51AF9B54 37A62C8F D1A1380A 132BCE38 4965ED52
2 2 B1 37 9D C5 A4 BF DD 9B 01 97DE 8288 F3AC 8A6E 4AC2 65B6 B60C 712E C983 E13F8C87 CC18255C 4333B5BA C32B6BF9 1D003EB4 D873A35D 7F4519F0 B9893CB6 991D89FA
2 0 F0 8E D3 94 DD 15 88 B1 AA 9172 3444 5A95 01B1 6D70 688F E1AE FBCE 59D0 AAFEA870 C0A06AD9 EDEAACB8 E685A573 C810AE46 7FDAD534 EA237645 7E25D104 3309B471
1 0 AF 6C E9 15 6E 71 3D 50 F0 EB69 08D1 E26F A2D6 F978 64DA A9C7 8844 83E0 549B9153 136E17FE 0615FD8B A62A4793 5AF0B997 7808DE83 63363534 70AA290C 35747ECE
2 2 0F FC E2 1A C3 39 74 DD 29 5B5E FB80 F205 F387 031A 7DB2 954D B64A 8E27 105D7096 F3FCC8FC 9EE78224 6ABD4C78 94B899B9 FB30A0E2 81A28722 CDA81F11 D5011D47
0 2 73 C8 A1 83 BD FA 9A 0F E0 A18B 7525 0928 1035 3F08 DE81 EC66 66C3 969A 42ED7106 0F97DFCE FCFAB159 B85641FC 7FC957EA 86E758D5 1438EA95 853C60CE F506B277
1 2 56 85 1E CD 5D A1 13 A3 3B A819 779B 7FD6 692C F5E3 93C8 C5A0 45B1 F6C4 23AA5F3D 4992FA9F 3A01BF8D 870CACD0 0339BFEA CDF56E9D 44DE5FA9 AB64E206 353D952D
0 1 54 29 7F 0D B8 AE 04 B0 1E D9F1 DBD8 1FED D2F9 67E7 4DCE C34F A254 2DFC 2C19EE39 29AB7FF9 779C6563 54E8F262 441A8A60 3D26DE6D 290511E6 8227EF90 C481B947
1 2 27 2F 2F 57 E5 5C 2F 4C D0 8FAD C285 4644 48B5 DC2D 4459 0AA5 F0A4 65A4 8D6FB8F5 0DB0B781 0387991E 143D8946 EC93875B 71D8DD4F 34D6B228 40C4B93F 00AC7567
0 1 F3 D9 1C 6D D8 65 A8 88 13 78F4 C936 0478 7459 BE66 5EB7 C37F B3B9 A1D3 EC5A4F84 C5BB5214 0664F986 A0E204D2 C92B3049 1880499D 4F7267BE ABBFD72C E492B246
1 1 AB 06 C1 0A 66 7A C6 AC 4B C04E 79A1 A8CC C520 F3D2 E4DC 0667 3089 1EA8 900B3771 227E062D 5471D867 C31DCACE 638ED4BB AC88889E 9CD1F702 46A3AE3B DEF6AF76
1 1 61 19 C1 02 38 4E 46 0C CB 3462 109A C5E6 F431 1795 A917 9559 C194 1120 BE6E3D3F 81A2F829 7E0194DE FB904A7D 398FC978 2F1AFA52 0E64974B CC420B7F 37A156C8
0 1 B9 01 DC BA 0A 96 EA E2 70 7944 97B1 0891 1EBE CE44 B018 BBBA 9EEB 96AC 67F9F3C4 97FE7C0D 051AA507 E7791210 5D8CEDAF D5D3E95B E23F3108 F43EA979 1F540C61
1 0 7C D6 91 2E 18 FC 34 E3 B4 4B27 C971 E6A8 B7D2 4CFC A154 F7A4 DFCE A3A3 383DDF88 1E73A9BD 0E271290 96DAAFE8 B911B724 99BFB677 2F2B840F F795C1F9 98C4E249
0 1 99 AD D4 D1 EC F3 82 61 2B 70B7 247D 03B4 AEED C498 BCA2 E71F 00F3 92FF 629879B8 62350F01 ADCC97CE 841A0B2D CDDF3707 119CD867 FBF6A4FA 93B63E57 DA00BF6D
0 0 57 75 29 31 85 52 AA 01 A1 9F5B 1D4B 4A6C 96E5 FBC6 9A3A FB7C A09B D111 C12B39D8 A12152B1 2F36A90E F2EC3C36 D0376EE0 3C0FEC62 A11200EC 3C0FA97E 18D9D42C
1 0 F8 90 7D 1A 52 03 71 90 D2 5E76 F272 7559 E86B C9E0 9610 7AFC D486 6013 38371818 BAC1AA30 0F5D1EC1 B9EC10AF 2DE8D32C BCC455E8 8A26F932 A6CD3531 F6E1F5AD
0 0 53 BB 7D 1D 4E A0 DB 5A FE 221F 6A3E 1D0E B6AD 5DF0 3AF5 1D0D CBD6 6FCC 180E2632 2D76A6D0 C967329B 1906367A 280EDB94 D10544B9 C77C5208 7B0E1EA8 5D721459
2 0 D3 B4 B9 AD B1 FB DF 51 F2 1997 8741 1F19 EB85 6DAC 7C0F D06C 9844 C9B4 85DFE17F DD92477F 61AE5A67 99CEF6B1 3EAE2933 95E765C1 D4CCE525 217FFF82 38F8456A
1 2 24 82 59 14 B8 28 7C 6E 1B AC0D DB6D 6322 3CDB 9D85 FAEE 22E9 2579 DF69 63024F78 7B7AE672 B910EE67 4FF7C357 879FBB42 1A8FD0E1 2C58F675 FB54B487 2E8E0EB4
2 1 07 68 91 86 D5 E7 AB 39 57 43EE 274D 3594 E2BD 9360 C406 8CF8 6EA6 4930 CBA29334 63A8708E 36F0B4CD F85B4BB7 831986B4 058B04A9 6FCD8966 429EE5FC 07A5DD55
1 2 F8 CF AA 66 A9 84 43 55 4A 3D43 72B4 4EA0 DB0E 2128 C839 963F AEC8 F923 A3D93052 744FF95C B3CAFCF8 226A5703 0756B642 62A3F3C8 70DAF666 C55E2EA1 A905D308
2 0 41 4C AC 4E D4 64 96 D8 4C E19C E3C4 E4C6 1DBD FA9E CE5E 2659 3ED3 7E08 8EBAB82A A67E6DBB F90CD9DF 69D42124 900EB547 CD272B7D 0797DBF4 9591220C 21DBDD6E
0 1 94 31 42 61 16 B7 27 05 6B 3DAC 1997 1421 8071 C912 526A 0B95 A11B 6A66 F72976A9 949310DF A14DB232 B9598591 D67EEA52 25B2468E BB409E2C 90BF8C46 022F9BC8
0 2 2B 0C 9C DC DC 21 DA 36 AE BC20 3AAD 866C 3448 9536 69C3 60A0 77F8 BD52 1B5FFB6B 6DA3BB91 168F9E01 479BAE60 1174E854 6CC32F1F D960CF5F DC9940F8 44991787
